run_label,strategy,instrument,timeframe,signal_datetime,direction,entry_price,stop_loss,tp_2r,tp_4r,risk_pips,result,rr_achieved,exit_datetime,pfvg_high,pfvg_low,ofl_probability,ofl_swing_price,fva_high,fva_low,fvg_in_high,fvg_in_low,fvg_out_high,fvg_out_low,candles_to_form_fvg_out,context_target,ofl_1_swing,ofl_2_swing,checklist_passed,conditions_met
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-18 01:45:00,BEARISH,1.30514,1.30526,,,1.20000,WIN,13.67000,2022-04-18 03:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-18 14:15:00,BULLISH,1.30276,1.30230,,,4.60000,LOSS,-1.00000,2022-04-18 14:30:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-18 14:30:00,BULLISH,1.30247,1.30230,,,1.70000,LOSS,-1.00000,2022-04-18 14:45:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-18 14:45:00,BULLISH,1.30196,1.30135,,,6.10000,LOSS,-1.00000,2022-04-18 16:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-18 20:15:00,BEARISH,1.30103,1.30127,,,2.40000,LOSS,-1.00000,2022-04-18 20:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-19 06:00:00,BULLISH,1.29948,1.29884,,,6.40000,WIN,2.28000,2022-04-19 06:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-19 13:30:00,BULLISH,1.29984,1.29804,,,18.00000,WIN,2.34000,2022-04-20 03:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-19 18:45:00,BEARISH,1.29990,1.30015,,,2.50000,LOSS,-1.00000,2022-04-19 19:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-20 03:15:00,BEARISH,1.30360,1.30452,,,9.20000,WIN,2.75000,2022-04-20 07:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-20 03:30:00,BEARISH,1.30427,1.30452,,,2.50000,WIN,12.80000,2022-04-20 07:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-20 07:45:00,BULLISH,1.30087,1.30104,,,1.70000,LOSS,-1.00000,2022-04-20 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-20 08:00:00,BULLISH,1.30005,1.29961,,,4.40000,WIN,10.16000,2022-04-20 10:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-20 13:30:00,BEARISH,1.30594,1.30653,,,5.90000,LOSS,-1.00000,2022-04-20 18:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-20 15:45:00,BEARISH,1.30507,1.30586,,,7.90000,LOSS,-1.00000,2022-04-20 16:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-20 19:45:00,BEARISH,1.30610,1.30652,,,4.20000,LOSS,-1.00000,2022-04-20 20:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-20 21:15:00,BULLISH,1.30564,1.30504,,,6.00000,WIN,2.10000,2022-04-20 22:45:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-21 00:45:00,BULLISH,1.30492,1.30466,,,2.60000,LOSS,-1.00000,2022-04-21 02:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-21 06:00:00,BULLISH,1.30522,1.30492,,,3.00000,WIN,7.07000,2022-04-21 06:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-21 09:15:00,BULLISH,1.30603,1.30570,,,3.30000,WIN,6.70000,2022-04-21 10:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-21 16:15:00,BULLISH,1.30391,1.30304,,,8.70000,LOSS,-1.00000,2022-04-21 18:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-22 01:45:00,BULLISH,1.30240,1.30197,,,4.30000,LOSS,-1.00000,2022-04-22 02:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-22 04:15:00,BEARISH,1.30262,1.30300,,,3.80000,LOSS,-1.00000,2022-04-22 05:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-26 02:15:00,BEARISH,1.27548,1.27594,,,4.60000,LOSS,-1.00000,2022-04-26 02:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-26 05:45:00,BEARISH,1.27593,1.27607,,,1.40000,WIN,20.71000,2022-04-26 07:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-26 06:15:00,BULLISH,1.27383,1.27352,,,3.10000,LOSS,-1.00000,2022-04-26 06:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-27 01:30:00,BEARISH,1.25786,1.25869,,,8.30000,LOSS,-1.00000,2022-04-27 02:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-27 17:30:00,BEARISH,1.25660,1.25690,,,3.00000,WIN,21.20000,2022-04-28 05:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-28 15:00:00,BEARISH,1.24545,1.24631,,,8.60000,LOSS,-1.00000,2022-04-28 16:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-28 20:45:00,BEARISH,1.24582,1.24685,,,10.30000,LOSS,-1.00000,2022-04-29 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-29 00:30:00,BEARISH,1.24793,1.24869,,,7.60000,LOSS,-1.00000,2022-04-29 01:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-29 15:00:00,BEARISH,1.25659,1.25732,,,7.30000,LOSS,-1.00000,2022-04-29 16:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-04-29 20:15:00,BEARISH,1.25818,1.25833,,,1.50000,LOSS,-1.00000,2022-05-02 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-02 00:00:00,BEARISH,1.25923,1.25970,,,4.70000,WIN,13.30000,2022-05-02 14:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-02 11:30:00,BULLISH,1.25568,1.25556,,,1.20000,LOSS,-1.00000,2022-05-02 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-02 12:45:00,BULLISH,1.25454,1.25346,,,10.80000,LOSS,-1.00000,2022-05-02 13:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-02 21:00:00,BULLISH,1.24842,1.24795,,,4.70000,LOSS,-1.00000,2022-05-03 18:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-03 06:15:00,BULLISH,1.25115,1.25051,,,6.40000,WIN,4.64000,2022-05-03 07:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-03 09:00:00,BULLISH,1.25243,1.25230,,,1.30000,LOSS,-1.00000,2022-05-03 09:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-03 10:45:00,BULLISH,1.24962,1.24925,,,3.70000,LOSS,-1.00000,2022-05-03 11:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-03 21:15:00,BULLISH,1.24957,1.24871,,,8.60000,LOSS,-1.00000,2022-05-04 02:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-04 16:30:00,BULLISH,1.24907,1.24790,,,11.70000,LOSS,-1.00000,2022-05-04 18:30:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-05 06:00:00,BULLISH,1.25548,1.25493,,,5.50000,LOSS,-1.00000,2022-05-05 06:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-05 23:45:00,BEARISH,1.23652,1.23682,,,3.00000,LOSS,-1.00000,2022-05-06 00:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-06 01:30:00,BULLISH,1.23433,1.23330,,,10.30000,LOSS,-1.00000,2022-05-06 06:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-06 08:30:00,BEARISH,1.23406,1.23572,,,16.60000,LOSS,-1.00000,2022-05-06 10:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-06 11:15:00,BEARISH,1.23630,1.23795,,,16.50000,WIN,5.29000,2022-05-09 05:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-06 19:45:00,BEARISH,1.23464,1.23489,,,2.50000,WIN,6.44000,2022-05-06 20:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-09 07:00:00,BEARISH,1.22806,1.22853,,,4.70000,LOSS,-1.00000,2022-05-09 07:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-09 07:30:00,BEARISH,1.22837,1.22853,,,1.60000,LOSS,-1.00000,2022-05-09 07:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-09 09:45:00,BEARISH,1.23161,1.22925,,,23.60000,LOSS,-1.00000,2022-05-09 10:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-09 10:15:00,BEARISH,1.23186,1.23244,,,5.80000,LOSS,-1.00000,2022-05-09 10:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-09 10:45:00,BEARISH,1.23296,1.23479,,,18.30000,LOSS,-1.00000,2022-05-09 11:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-09 11:00:00,BEARISH,1.23404,1.23479,,,7.50000,LOSS,-1.00000,2022-05-09 11:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-09 12:00:00,BEARISH,1.23907,1.23479,,,42.80000,LOSS,-1.00000,2022-05-09 12:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-10 10:30:00,BEARISH,1.23448,1.23583,,,13.50000,WIN,3.03000,2022-05-10 15:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-10 10:45:00,BEARISH,1.23491,1.23583,,,9.20000,WIN,4.91000,2022-05-10 15:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-11 00:00:00,BULLISH,1.23089,1.23044,,,4.50000,WIN,4.78000,2022-05-11 02:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-11 03:45:00,BULLISH,1.23265,1.23251,,,1.40000,WIN,9.64000,2022-05-11 05:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-11 05:30:00,BEARISH,1.23357,1.23405,,,4.80000,LOSS,-1.00000,2022-05-11 06:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-11 21:15:00,BEARISH,1.22488,1.22508,,,2.00000,LOSS,-1.00000,2022-05-11 22:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-12 00:45:00,BEARISH,1.22445,1.22481,,,3.60000,WIN,5.53000,2022-05-12 02:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-12 10:15:00,BEARISH,1.22180,1.22193,,,1.30000,WIN,25.00000,2022-05-12 11:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-12 12:30:00,BEARISH,1.22270,1.22474,,,20.40000,WIN,2.07000,2022-05-12 17:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-12 12:45:00,BEARISH,1.22391,1.22474,,,8.30000,WIN,6.54000,2022-05-12 17:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-12 13:30:00,BULLISH,1.22032,1.21958,,,7.40000,LOSS,-1.00000,2022-05-12 14:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-13 08:30:00,BULLISH,1.22170,1.22138,,,3.20000,LOSS,-1.00000,2022-05-13 08:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-16 10:00:00,BEARISH,1.22361,1.22331,,,3.00000,LOSS,-1.00000,2022-05-16 10:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-16 11:00:00,BEARISH,1.22651,1.22703,,,5.20000,LOSS,-1.00000,2022-05-16 14:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-16 12:00:00,BEARISH,1.22607,1.22618,,,1.10000,LOSS,-1.00000,2022-05-16 12:45:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-17 05:30:00,BULLISH,1.23370,1.23347,,,2.30000,WIN,4.04000,2022-05-17 05:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-17 10:30:00,BEARISH,1.24705,1.24804,,,9.90000,LOSS,-1.00000,2022-05-17 11:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-17 14:15:00,BEARISH,1.24736,1.24814,,,7.80000,LOSS,-1.00000,2022-05-17 15:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-17 15:00:00,BEARISH,1.24779,1.24842,,,6.30000,LOSS,-1.00000,2022-05-17 16:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-18 11:15:00,BEARISH,1.24098,1.24111,,,1.30000,LOSS,-1.00000,2022-05-18 11:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-18 15:00:00,BULLISH,1.23995,1.23946,,,4.90000,LOSS,-1.00000,2022-05-18 15:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-19 02:15:00,BEARISH,1.23465,1.23526,,,6.10000,LOSS,-1.00000,2022-05-19 02:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-19 12:30:00,BEARISH,1.24273,1.24305,,,3.20000,LOSS,-1.00000,2022-05-19 13:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-20 06:00:00,BEARISH,1.24840,1.24963,,,12.30000,LOSS,-1.00000,2022-05-20 13:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-20 06:15:00,BEARISH,1.24879,1.24963,,,8.40000,LOSS,-1.00000,2022-05-20 13:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-20 08:00:00,BULLISH,1.24616,1.24589,,,2.70000,WIN,11.48000,2022-05-20 13:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-20 13:15:00,BEARISH,1.24949,1.25000,,,5.10000,WIN,6.59000,2022-05-20 14:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-20 15:00:00,BULLISH,1.24546,1.24612,,,6.60000,LOSS,-1.00000,2022-05-20 15:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-20 17:30:00,BULLISH,1.24653,1.24620,,,3.30000,LOSS,-1.00000,2022-05-20 18:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-23 04:45:00,BEARISH,1.25425,1.25528,,,10.30000,LOSS,-1.00000,2022-05-23 05:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-23 08:15:00,BEARISH,1.25585,1.25693,,,10.80000,LOSS,-1.00000,2022-05-23 08:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-23 14:45:00,BULLISH,1.25671,1.25629,,,4.20000,LOSS,-1.00000,2022-05-23 15:45:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-23 19:15:00,BULLISH,1.25741,1.25678,,,6.30000,LOSS,-1.00000,2022-05-23 23:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-24 09:30:00,BULLISH,1.24894,1.24858,,,3.60000,LOSS,-1.00000,2022-05-24 12:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-24 11:30:00,BEARISH,1.25095,1.25173,,,7.80000,WIN,4.46000,2022-05-24 12:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-25 00:00:00,BULLISH,1.25342,1.25294,,,4.80000,LOSS,-1.00000,2022-05-25 00:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-25 01:45:00,BULLISH,1.25187,1.25161,,,2.60000,LOSS,-1.00000,2022-05-25 02:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-25 07:45:00,BEARISH,1.25427,1.25555,,,12.80000,WIN,2.25000,2022-05-25 09:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-25 13:30:00,BEARISH,1.25207,1.25059,,,14.80000,LOSS,-1.00000,2022-05-25 13:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-25 16:00:00,BEARISH,1.25431,1.25490,,,5.90000,LOSS,-1.00000,2022-05-25 17:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-25 21:00:00,BULLISH,1.25708,1.25663,,,4.50000,WIN,4.31000,2022-05-25 22:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-26 02:45:00,BEARISH,1.25955,1.25968,,,1.30000,WIN,22.46000,2022-05-26 04:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-26 04:00:00,BEARISH,1.25862,1.25886,,,2.40000,WIN,8.29000,2022-05-26 04:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-26 09:30:00,BEARISH,1.25747,1.25690,,,5.70000,LOSS,-1.00000,2022-05-26 09:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-26 12:30:00,BULLISH,1.25663,1.25591,,,7.20000,LOSS,-1.00000,2022-05-26 13:15:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-27 11:00:00,BEARISH,1.26032,1.26105,,,7.30000,LOSS,-1.00000,2022-05-27 11:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-27 11:15:00,BEARISH,1.26086,1.26105,,,1.90000,LOSS,-1.00000,2022-05-27 11:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-27 11:45:00,BEARISH,1.26255,1.26105,,,15.00000,LOSS,-1.00000,2022-05-27 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-27 13:45:00,BEARISH,1.26457,1.26537,,,8.00000,LOSS,-1.00000,2022-05-30 02:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-27 15:00:00,BULLISH,1.26095,1.25969,,,12.60000,WIN,3.51000,2022-05-30 02:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-30 07:15:00,BULLISH,1.26290,1.26233,,,5.70000,LOSS,-1.00000,2022-05-30 07:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-30 08:00:00,BULLISH,1.26214,1.26159,,,5.50000,WIN,5.44000,2022-05-30 09:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-30 10:30:00,BEARISH,1.26442,1.26549,,,10.70000,LOSS,-1.00000,2022-05-30 15:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-30 20:45:00,BEARISH,1.26519,1.26564,,,4.50000,WIN,6.07000,2022-05-31 00:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-05-31 15:45:00,BEARISH,1.26178,1.26300,,,12.20000,WIN,4.73000,2022-06-01 11:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-06-01 06:30:00,BULLISH,1.25854,1.25807,,,4.70000,LOSS,-1.00000,2022-06-01 08:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-06-01 16:45:00,BULLISH,1.24742,1.24688,,,5.40000,LOSS,-1.00000,2022-06-07 05:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-06-02 00:15:00,BEARISH,1.24869,1.24912,,,4.30000,LOSS,-1.00000,2022-06-02 00:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-06-02 00:30:00,BEARISH,1.24886,1.24912,,,2.60000,LOSS,-1.00000,2022-06-02 00:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-06-02 02:15:00,BEARISH,1.24836,1.24872,,,3.60000,WIN,2.64000,2022-06-02 02:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-06-02 03:15:00,BEARISH,1.24815,1.24834,,,1.90000,LOSS,-1.00000,2022-06-02 04:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-06-03 01:30:00,BULLISH,1.25725,1.25700,,,2.50000,LOSS,-1.00000,2022-06-03 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | M15,OFL_CONTINUATION,GBPUSD,M15,2022-06-03 09:30:00,BULLISH,1.25692,1.25648,,,4.40000,LOSS,-1.00000,2022-06-03 10:30:00,,,MEDIUM,,,,,,,,,,,,,
