run_label,strategy,instrument,timeframe,signal_datetime,direction,entry_price,stop_loss,tp_2r,tp_4r,risk_pips,result,rr_achieved,exit_datetime,pfvg_high,pfvg_low,ofl_probability,ofl_swing_price,fva_high,fva_low,fvg_in_high,fvg_in_low,fvg_out_high,fvg_out_low,candles_to_form_fvg_out,context_target,ofl_1_swing,ofl_2_swing,checklist_passed,conditions_met
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-15 03:00:00,BULLISH,1849.81800,1849.62500,,,1.93000,LOSS,-1.00000,2023-02-15 03:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-15 17:45:00,BEARISH,1834.75500,1835.64500,,,8.90000,LOSS,-1.00000,2023-02-15 18:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-15 19:30:00,BEARISH,1835.62500,1837.86500,,,22.40000,LOSS,-1.00000,2023-02-15 20:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-15 21:45:00,BULLISH,1835.81500,1835.13800,,,6.77000,LOSS,-1.00000,2023-02-16 01:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-15 23:00:00,BEARISH,1836.49800,1836.96500,,,4.67000,LOSS,-1.00000,2023-02-15 23:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-16 05:45:00,BULLISH,1836.53500,1835.18800,,,13.47000,LOSS,-1.00000,2023-02-16 06:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-16 07:15:00,BEARISH,1839.26500,1840.24500,,,9.80000,LOSS,-1.00000,2023-02-16 07:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-16 11:45:00,BULLISH,1836.91500,1835.10700,,,18.08000,LOSS,-1.00000,2023-02-16 13:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-16 21:30:00,BULLISH,1835.89500,1835.75500,,,1.40000,LOSS,-1.00000,2023-02-16 21:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-17 09:45:00,BEARISH,1826.43700,1828.07500,,,16.38000,LOSS,-1.00000,2023-02-17 12:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-17 12:45:00,BEARISH,1827.55500,1828.76500,,,12.10000,LOSS,-1.00000,2023-02-17 13:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-17 15:30:00,BEARISH,1835.58700,1840.80500,,,52.18000,LOSS,-1.00000,2023-02-17 17:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-17 16:00:00,BEARISH,1836.22500,1838.42500,,,22.00000,LOSS,-1.00000,2023-02-17 16:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-20 00:15:00,BULLISH,1837.40500,1837.14500,,,2.60000,WIN,23.46000,2023-02-20 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-20 01:30:00,BULLISH,1838.82500,1837.89800,,,9.27000,WIN,5.05000,2023-02-20 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-20 08:45:00,BULLISH,1842.30800,1840.99500,,,13.13000,LOSS,-1.00000,2023-02-20 17:30:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-20 09:00:00,BEARISH,1844.21500,1845.66500,,,14.50000,LOSS,-1.00000,2023-02-20 11:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-20 15:15:00,BULLISH,1844.15500,1844.38800,,,2.33000,LOSS,-1.00000,2023-02-20 15:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-20 23:30:00,BEARISH,1842.44800,1842.72500,,,2.77000,LOSS,-1.00000,2023-02-21 00:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-21 00:00:00,BULLISH,1841.19400,1840.37500,,,8.19000,LOSS,-1.00000,2023-02-21 01:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-21 01:00:00,BULLISH,1841.65500,1840.68500,,,9.70000,LOSS,-1.00000,2023-02-21 01:30:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-21 01:45:00,BEARISH,1842.31500,1842.92500,,,6.10000,LOSS,-1.00000,2023-02-21 02:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-21 20:30:00,BEARISH,1835.20500,1836.33800,,,11.33000,LOSS,-1.00000,2023-02-22 00:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-22 15:15:00,BEARISH,1838.00500,1838.19800,,,1.93000,WIN,25.00000,2023-02-22 16:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-23 05:00:00,BEARISH,1828.25500,1829.78500,,,15.30000,LOSS,-1.00000,2023-02-23 06:00:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-24 03:15:00,BEARISH,1826.33800,1827.51500,,,11.77000,WIN,4.16000,2023-02-24 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-24 05:00:00,BEARISH,1824.72500,1825.87800,,,11.53000,LOSS,-1.00000,2023-02-24 07:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-24 05:45:00,BULLISH,1824.25500,1823.94500,,,3.10000,LOSS,-1.00000,2023-02-24 06:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-24 17:15:00,BULLISH,1811.69500,1810.26500,,,14.30000,LOSS,-1.00000,2023-02-24 17:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-24 20:45:00,BULLISH,1811.29500,1810.47500,,,8.20000,LOSS,-1.00000,2023-02-24 21:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-27 08:00:00,BEARISH,1811.42500,1812.68500,,,12.60000,LOSS,-1.00000,2023-02-27 08:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-27 08:15:00,BEARISH,1812.29500,1812.68500,,,3.90000,LOSS,-1.00000,2023-02-27 08:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-27 08:30:00,BEARISH,1812.00400,1813.61500,,,16.11000,LOSS,-1.00000,2023-02-27 13:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-27 09:15:00,BULLISH,1810.05800,1808.57400,,,14.84000,LOSS,-1.00000,2023-02-27 09:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-27 18:45:00,BEARISH,1818.57500,1820.05500,,,14.80000,WIN,4.11000,2023-02-28 05:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-28 06:15:00,BULLISH,1814.41500,1812.59500,,,18.20000,LOSS,-1.00000,2023-02-28 07:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-28 09:00:00,BEARISH,1811.19800,1812.96500,,,17.67000,LOSS,-1.00000,2023-02-28 13:45:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-28 09:30:00,BULLISH,1810.04500,1809.41400,,,6.31000,LOSS,-1.00000,2023-02-28 10:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-02-28 12:45:00,BULLISH,1809.39800,1807.71500,,,16.83000,LOSS,-1.00000,2023-02-28 13:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-01 16:30:00,BULLISH,1839.08500,1836.93500,,,21.50000,LOSS,-1.00000,2023-03-01 17:15:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-01 17:30:00,BULLISH,1836.81800,1836.54500,,,2.73000,LOSS,-1.00000,2023-03-01 18:00:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-02 01:00:00,BULLISH,1834.86500,1834.53400,,,3.31000,LOSS,-1.00000,2023-03-02 01:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-02 07:30:00,BULLISH,1831.61800,1830.10500,,,15.13000,LOSS,-1.00000,2023-03-02 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-02 12:00:00,BEARISH,1836.68500,1837.50500,,,8.20000,LOSS,-1.00000,2023-03-02 14:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-02 18:45:00,BEARISH,1835.83800,1837.08800,,,12.50000,LOSS,-1.00000,2023-03-02 20:30:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-02 23:00:00,BULLISH,1836.26500,1835.28500,,,9.80000,WIN,2.33000,2023-03-03 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-03 03:30:00,BULLISH,1838.52500,1837.98400,,,5.41000,LOSS,-1.00000,2023-03-03 05:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-03 07:45:00,BULLISH,1842.31500,1841.86400,,,4.51000,WIN,5.12000,2023-03-03 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-06 01:15:00,BULLISH,1850.87500,1850.66800,,,2.07000,WIN,25.00000,2023-03-06 04:00:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-06 15:30:00,BEARISH,1851.78500,1853.85500,,,20.70000,WIN,2.25000,2023-03-06 18:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-08 05:15:00,BULLISH,1810.89500,1810.37500,,,5.20000,WIN,6.04000,2023-03-08 07:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-08 18:45:00,BULLISH,1813.65500,1813.23500,,,4.20000,LOSS,-1.00000,2023-03-08 20:45:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-09 06:15:00,BULLISH,1814.49500,1814.77500,,,2.80000,LOSS,-1.00000,2023-03-09 06:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-09 08:00:00,BULLISH,1813.96500,1813.59500,,,3.70000,WIN,5.51000,2023-03-09 08:30:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-09 18:00:00,BULLISH,1830.25500,1828.14500,,,21.10000,LOSS,-1.00000,2023-03-10 02:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-09 20:30:00,BEARISH,1831.18500,1831.57500,,,3.90000,LOSS,-1.00000,2023-03-09 21:00:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-10 02:00:00,BEARISH,1832.95800,1833.16500,,,2.07000,WIN,25.00000,2023-03-10 04:15:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-10 10:00:00,BULLISH,1830.94500,1830.77800,,,1.67000,WIN,25.00000,2023-03-10 11:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-10 13:00:00,BEARISH,1835.44500,1837.20800,,,17.63000,LOSS,-1.00000,2023-03-10 13:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-10 18:30:00,BEARISH,1863.86400,1865.23800,,,13.74000,LOSS,-1.00000,2023-03-10 20:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-13 16:45:00,BEARISH,1907.65400,1907.33500,,,3.19000,LOSS,-1.00000,2023-03-13 17:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-14 00:00:00,BULLISH,1910.61500,1910.04500,,,5.70000,LOSS,-1.00000,2023-03-14 01:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-14 08:45:00,BULLISH,1904.35500,1900.65500,,,37.00000,LOSS,-1.00000,2023-03-14 12:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-14 14:00:00,BEARISH,1906.05400,1906.89800,,,8.44000,LOSS,-1.00000,2023-03-14 14:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-14 18:15:00,BEARISH,1908.12500,1909.64800,,,15.23000,WIN,8.47000,2023-03-15 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-15 02:00:00,BEARISH,1903.67500,1905.50800,,,18.33000,WIN,2.12000,2023-03-15 05:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-15 09:30:00,BEARISH,1896.15500,1898.57500,,,24.20000,LOSS,-1.00000,2023-03-15 10:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-15 09:45:00,BEARISH,1897.22500,1898.57500,,,13.50000,LOSS,-1.00000,2023-03-15 10:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-15 10:00:00,BEARISH,1899.93500,1898.57500,,,13.60000,LOSS,-1.00000,2023-03-15 10:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-16 00:30:00,BEARISH,1923.89500,1924.28500,,,3.90000,WIN,25.00000,2023-03-16 00:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-16 06:15:00,BULLISH,1916.44500,1914.41500,,,20.30000,LOSS,-1.00000,2023-03-16 07:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-16 07:00:00,BULLISH,1914.27800,1914.41500,,,1.37000,LOSS,-1.00000,2023-03-16 07:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-16 10:00:00,BEARISH,1922.39500,1922.57500,,,1.80000,LOSS,-1.00000,2023-03-16 10:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-17 08:00:00,BEARISH,1929.94800,1932.33400,,,23.86000,LOSS,-1.00000,2023-03-17 09:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-17 08:15:00,BULLISH,1929.25500,1927.19500,,,20.60000,WIN,2.43000,2023-03-17 11:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-17 10:30:00,BULLISH,1929.79500,1929.57500,,,2.20000,LOSS,-1.00000,2023-03-17 11:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-20 10:30:00,BULLISH,1975.93800,1973.80500,,,21.33000,LOSS,-1.00000,2023-03-20 12:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-20 10:45:00,BULLISH,1980.27500,1973.80500,,,64.70000,LOSS,-1.00000,2023-03-20 12:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-20 14:00:00,BULLISH,1968.65500,1965.74800,,,29.07000,LOSS,-1.00000,2023-03-21 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-20 16:15:00,BEARISH,1978.85400,1980.88500,,,20.31000,LOSS,-1.00000,2023-03-20 18:15:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-20 19:45:00,BULLISH,1978.40500,1976.99500,,,14.10000,LOSS,-1.00000,2023-03-20 23:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-21 05:00:00,BEARISH,1982.15500,1982.42800,,,2.73000,LOSS,-1.00000,2023-03-21 05:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-21 19:30:00,BULLISH,1937.29500,1937.03800,,,2.57000,WIN,25.00000,2023-03-21 23:30:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-22 12:30:00,BULLISH,1941.17500,1939.60500,,,15.70000,LOSS,-1.00000,2023-03-22 12:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-22 12:45:00,BULLISH,1939.06500,1937.00500,,,20.60000,WIN,3.15000,2023-03-22 14:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-22 17:45:00,BULLISH,1945.32500,1944.77500,,,5.50000,WIN,11.87000,2023-03-22 18:00:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-22 22:00:00,BEARISH,1969.55800,1970.79400,,,12.36000,LOSS,-1.00000,2023-03-23 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-23 01:30:00,BULLISH,1968.34800,1966.24500,,,21.03000,WIN,4.92000,2023-03-23 05:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-23 08:15:00,BULLISH,1975.00500,1974.15500,,,8.50000,LOSS,-1.00000,2023-03-23 12:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-24 03:45:00,BEARISH,1992.23500,1993.39500,,,11.60000,WIN,2.26000,2023-03-24 05:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-24 16:00:00,BULLISH,1987.34500,1983.68800,,,36.57000,LOSS,-1.00000,2023-03-24 17:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-27 15:00:00,BEARISH,1957.68800,1958.64500,,,9.57000,LOSS,-1.00000,2023-03-27 16:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-28 06:00:00,BULLISH,1955.09500,1954.02800,,,10.67000,LOSS,-1.00000,2023-03-28 06:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-28 06:30:00,BULLISH,1954.00500,1953.05800,,,9.47000,LOSS,-1.00000,2023-03-28 07:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-28 12:30:00,BEARISH,1966.18500,1967.29800,,,11.13000,LOSS,-1.00000,2023-03-28 14:30:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-28 14:15:00,BULLISH,1960.04500,1958.86500,,,11.80000,WIN,6.15000,2023-03-28 14:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-28 14:45:00,BEARISH,1969.59500,1969.86800,,,2.73000,LOSS,-1.00000,2023-03-28 17:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-28 15:00:00,BEARISH,1969.23500,1969.86800,,,6.33000,LOSS,-1.00000,2023-03-28 17:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-28 17:15:00,BEARISH,1972.11500,1972.89500,,,7.80000,LOSS,-1.00000,2023-03-28 17:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-28 17:45:00,BEARISH,1973.21500,1972.89500,,,3.20000,LOSS,-1.00000,2023-03-28 18:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-28 18:00:00,BEARISH,1973.91500,1975.02500,,,11.10000,LOSS,-1.00000,2023-03-28 19:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-28 19:00:00,BEARISH,1973.54500,1974.55500,,,10.10000,LOSS,-1.00000,2023-03-28 19:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-29 05:00:00,BULLISH,1966.72500,1965.56500,,,11.60000,LOSS,-1.00000,2023-03-29 05:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-29 08:15:00,BEARISH,1962.42500,1964.11500,,,16.90000,LOSS,-1.00000,2023-03-29 08:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-29 11:30:00,BULLISH,1964.48800,1963.08500,,,14.03000,LOSS,-1.00000,2023-03-29 12:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-29 12:00:00,BEARISH,1965.88500,1968.59500,,,27.10000,LOSS,-1.00000,2023-03-29 14:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-29 13:15:00,BULLISH,1963.17800,1960.96500,,,22.13000,WIN,2.66000,2023-03-29 14:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-29 16:30:00,BULLISH,1964.71500,1961.37800,,,33.37000,LOSS,-1.00000,2023-03-29 19:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-29 17:15:00,BULLISH,1963.94500,1963.37500,,,5.70000,LOSS,-1.00000,2023-03-29 19:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-30 07:45:00,BEARISH,1966.56500,1969.40500,,,28.40000,LOSS,-1.00000,2023-03-30 10:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-30 15:15:00,BEARISH,1972.24800,1974.90800,,,26.60000,LOSS,-1.00000,2023-03-30 15:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-31 11:45:00,BEARISH,1980.16500,1981.84500,,,16.80000,LOSS,-1.00000,2023-03-31 12:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-03-31 17:45:00,BULLISH,1967.21500,1966.75400,,,4.61000,LOSS,-1.00000,2023-04-03 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-04-03 00:15:00,BULLISH,1961.55500,1956.72400,,,48.31000,LOSS,-1.00000,2023-04-03 02:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2023-04-03 05:30:00,BULLISH,1953.73500,1951.38500,,,23.50000,LOSS,-1.00000,2023-04-03 06:00:00,,,MEDIUM,,,,,,,,,,,,,
