run_label,strategy,instrument,timeframe,signal_datetime,direction,entry_price,stop_loss,tp_2r,tp_4r,risk_pips,result,rr_achieved,exit_datetime,pfvg_high,pfvg_low,ofl_probability,ofl_swing_price,fva_high,fva_low,fvg_in_high,fvg_in_low,fvg_out_high,fvg_out_low,candles_to_form_fvg_out,context_target,ofl_1_swing,ofl_2_swing,checklist_passed,conditions_met
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-01-26 12:45:00,BEARISH,1846.19800,1847.11800,,,9.20000,LOSS,-1.00000,2022-01-26 13:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-01-26 13:00:00,BULLISH,1845.23800,1844.60800,,,6.30000,WIN,3.91000,2022-01-26 13:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-01-27 04:15:00,BEARISH,1815.68800,1816.35800,,,6.70000,WIN,4.15000,2022-01-27 05:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-01-28 02:30:00,BULLISH,1797.55800,1797.42800,,,1.30000,LOSS,-1.00000,2022-01-28 05:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-01-31 08:30:00,BEARISH,1790.58800,1792.34800,,,17.60000,LOSS,-1.00000,2022-01-31 09:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-01-31 10:00:00,BULLISH,1789.57800,1788.29800,,,12.80000,WIN,2.19000,2022-01-31 11:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-01-31 11:30:00,BULLISH,1790.21800,1789.37800,,,8.40000,WIN,2.57000,2022-01-31 11:45:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-01-31 13:45:00,BEARISH,1795.62800,1798.14800,,,25.20000,LOSS,-1.00000,2022-01-31 14:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-01-31 14:00:00,BEARISH,1795.95800,1798.14800,,,21.90000,LOSS,-1.00000,2022-01-31 14:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-01-31 14:15:00,BEARISH,1796.58800,1798.14800,,,15.60000,LOSS,-1.00000,2022-01-31 14:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-01-31 20:45:00,BEARISH,1798.20500,1799.64800,,,14.43000,LOSS,-1.00000,2022-02-01 05:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-01 01:45:00,BULLISH,1797.36800,1796.60800,,,7.60000,LOSS,-1.00000,2022-02-01 02:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-01 18:15:00,BULLISH,1800.69800,1800.59800,,,1.00000,LOSS,-1.00000,2022-02-01 18:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-01 20:00:00,BULLISH,1799.41800,1798.48800,,,9.30000,LOSS,-1.00000,2022-02-02 02:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-02 04:15:00,BULLISH,1798.30800,1797.20800,,,11.00000,LOSS,-1.00000,2022-02-02 05:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-02 06:30:00,BULLISH,1796.84800,1796.45800,,,3.90000,WIN,5.22000,2022-02-02 07:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-02 14:00:00,BULLISH,1801.21800,1800.46500,,,7.53000,WIN,8.96000,2022-02-02 15:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-03 04:30:00,BULLISH,1806.80800,1806.01800,,,7.90000,LOSS,-1.00000,2022-02-03 05:30:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-03 11:30:00,BEARISH,1804.45800,1805.01800,,,5.60000,WIN,3.29000,2022-02-03 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-03 13:00:00,BULLISH,1800.53500,1799.86800,,,6.67000,WIN,6.72000,2022-02-03 14:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-03 20:00:00,BEARISH,1805.79800,1806.29800,,,5.00000,LOSS,-1.00000,2022-02-03 23:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-04 00:00:00,BULLISH,1805.35800,1804.85800,,,5.00000,WIN,2.40000,2022-02-04 01:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-04 00:15:00,BULLISH,1805.00800,1804.85800,,,1.50000,WIN,10.33000,2022-02-04 01:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-04 04:45:00,BULLISH,1806.81800,1806.31500,,,5.03000,LOSS,-1.00000,2022-02-04 05:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-07 01:00:00,BEARISH,1812.54800,1815.20800,,,26.60000,LOSS,-1.00000,2022-02-07 13:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-07 04:00:00,BULLISH,1809.98800,1809.57800,,,4.10000,LOSS,-1.00000,2022-02-07 05:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-07 08:15:00,BULLISH,1810.37900,1809.93800,,,4.41000,WIN,8.34000,2022-02-07 12:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-08 06:00:00,BULLISH,1819.72800,1819.40800,,,3.20000,LOSS,-1.00000,2022-02-08 06:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-08 09:45:00,BEARISH,1818.65400,1819.90400,,,12.50000,LOSS,-1.00000,2022-02-08 10:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-08 11:15:00,BULLISH,1818.28400,1817.28800,,,9.96000,LOSS,-1.00000,2022-02-08 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-08 20:15:00,BEARISH,1827.31800,1827.71800,,,4.00000,LOSS,-1.00000,2022-02-09 02:15:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-09 02:00:00,BEARISH,1827.07400,1826.66900,,,4.05000,LOSS,-1.00000,2022-02-09 02:15:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-09 02:45:00,BULLISH,1826.45900,1826.32800,,,1.31000,WIN,16.83000,2022-02-09 05:45:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-09 12:30:00,BULLISH,1826.61800,1826.08800,,,5.30000,WIN,3.18000,2022-02-09 12:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-10 10:30:00,BEARISH,1832.16800,1833.07800,,,9.10000,LOSS,-1.00000,2022-02-10 10:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-10 12:15:00,BULLISH,1831.96800,1832.13800,,,1.70000,LOSS,-1.00000,2022-02-10 12:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-10 12:30:00,BULLISH,1830.71400,1830.54800,,,1.66000,LOSS,-1.00000,2022-02-10 13:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-10 19:45:00,BULLISH,1829.09800,1831.93200,,,28.34000,LOSS,-1.00000,2022-02-10 20:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-10 21:45:00,BULLISH,1827.42800,1825.55400,,,18.74000,LOSS,-1.00000,2022-02-11 00:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-11 05:15:00,BEARISH,1824.81800,1825.26400,,,4.46000,WIN,2.65000,2022-02-11 05:30:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-14 09:15:00,BULLISH,1854.56800,1853.42800,,,11.40000,LOSS,-1.00000,2022-02-14 12:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-14 21:30:00,BULLISH,1870.50800,1869.78800,,,7.20000,WIN,4.87000,2022-02-15 02:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-15 14:15:00,BEARISH,1854.27400,1857.03400,,,27.60000,LOSS,-1.00000,2022-02-16 08:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-16 02:30:00,BEARISH,1852.83800,1852.94800,,,1.10000,LOSS,-1.00000,2022-02-16 04:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-16 12:45:00,BULLISH,1852.03800,1851.33800,,,7.00000,WIN,6.20000,2022-02-16 13:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-16 14:30:00,BEARISH,1864.25800,1864.75800,,,5.00000,LOSS,-1.00000,2022-02-16 16:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-17 01:00:00,BEARISH,1870.61800,1871.65800,,,10.40000,LOSS,-1.00000,2022-02-17 03:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-17 03:00:00,BULLISH,1868.55800,1867.69800,,,8.60000,WIN,3.60000,2022-02-17 03:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-18 01:00:00,BULLISH,1898.40800,1897.66800,,,7.40000,LOSS,-1.00000,2022-02-18 01:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-18 19:30:00,BEARISH,1896.20800,1896.84300,,,6.35000,LOSS,-1.00000,2022-02-18 20:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-21 01:00:00,BULLISH,1898.29800,1895.33800,,,29.60000,LOSS,-1.00000,2022-02-21 01:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-21 01:15:00,BULLISH,1895.67800,1895.33800,,,3.40000,LOSS,-1.00000,2022-02-21 01:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-21 08:30:00,BEARISH,1896.70800,1894.22100,,,24.87000,LOSS,-1.00000,2022-02-21 08:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-21 08:45:00,BEARISH,1897.09800,1894.22100,,,28.77000,LOSS,-1.00000,2022-02-21 09:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-21 13:00:00,BEARISH,1895.77000,1897.43900,,,16.69000,LOSS,-1.00000,2022-02-21 17:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-23 03:00:00,BEARISH,1899.73500,1900.23800,,,5.03000,WIN,3.41000,2022-02-23 04:45:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-25 01:00:00,BEARISH,1920.80800,1921.47800,,,6.70000,WIN,25.00000,2022-02-25 11:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-25 01:30:00,BULLISH,1906.81800,1906.14800,,,6.70000,LOSS,-1.00000,2022-02-25 11:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-02-25 03:00:00,BEARISH,1912.32800,1915.20800,,,28.80000,LOSS,-1.00000,2022-02-25 03:15:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-01 00:00:00,BEARISH,1906.97800,1907.68800,,,7.10000,LOSS,-1.00000,2022-03-01 06:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-01 21:45:00,BEARISH,1944.77700,1945.46800,,,6.91000,LOSS,-1.00000,2022-03-02 07:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-02 04:15:00,BEARISH,1936.91100,1937.71800,,,8.07000,WIN,4.36000,2022-03-02 05:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-02 08:30:00,BULLISH,1935.14800,1933.71800,,,14.30000,LOSS,-1.00000,2022-03-02 09:30:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-02 20:00:00,BEARISH,1930.65800,1933.21500,,,25.57000,LOSS,-1.00000,2022-03-03 08:00:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-03 13:45:00,BULLISH,1928.04800,1924.26800,,,37.80000,LOSS,-1.00000,2022-03-03 16:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-03 14:00:00,BULLISH,1926.15800,1924.26800,,,18.90000,LOSS,-1.00000,2022-03-03 16:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-03 20:15:00,BEARISH,1940.09800,1941.20300,,,11.05000,LOSS,-1.00000,2022-03-04 00:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-04 01:15:00,BULLISH,1940.11800,1938.01300,,,21.05000,LOSS,-1.00000,2022-03-04 01:45:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-04 01:45:00,BULLISH,1934.56800,1929.49800,,,50.70000,WIN,3.22000,2022-03-04 14:30:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-04 02:00:00,BULLISH,1933.80300,1929.49800,,,43.05000,WIN,3.97000,2022-03-04 14:30:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-04 12:30:00,BEARISH,1947.01700,1949.85900,,,28.42000,LOSS,-1.00000,2022-03-04 14:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-07 04:15:00,BULLISH,1987.76200,1987.31200,,,4.50000,LOSS,-1.00000,2022-03-07 05:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-07 14:45:00,BEARISH,1980.93000,1985.52800,,,45.98000,LOSS,-1.00000,2022-03-07 15:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-08 01:15:00,BULLISH,1986.00200,1980.93800,,,50.64000,WIN,2.75000,2022-03-08 06:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-08 02:30:00,BULLISH,1986.90800,1985.53000,,,13.78000,LOSS,-1.00000,2022-03-08 03:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-08 19:30:00,BULLISH,2031.71800,2036.08800,,,43.70000,LOSS,-1.00000,2022-03-08 19:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-09 05:30:00,BEARISH,2053.56800,2057.12100,,,35.53000,WIN,5.24000,2022-03-09 09:00:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-09 07:30:00,BULLISH,2042.67800,2038.12800,,,45.50000,LOSS,-1.00000,2022-03-09 09:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-09 12:30:00,BEARISH,2021.28800,2021.40800,,,1.20000,WIN,25.00000,2022-03-09 12:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-10 03:00:00,BULLISH,1973.89800,1972.73800,,,11.60000,WIN,21.63000,2022-03-10 10:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-10 06:30:00,BEARISH,1986.53800,1988.97800,,,24.40000,LOSS,-1.00000,2022-03-10 10:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-10 08:30:00,BEARISH,1984.79800,1987.99800,,,32.00000,LOSS,-1.00000,2022-03-10 10:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-10 12:30:00,BEARISH,2004.90800,2009.06200,,,41.54000,WIN,7.39000,2022-03-11 11:30:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-10 16:00:00,BEARISH,1996.20800,1999.54200,,,33.34000,LOSS,-1.00000,2022-03-10 17:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-10 20:30:00,BEARISH,2002.73800,2003.24800,,,5.10000,WIN,25.00000,2022-03-11 01:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-11 00:00:00,BEARISH,1996.95200,1997.14200,,,1.90000,WIN,25.00000,2022-03-11 00:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-11 02:45:00,BEARISH,1994.25800,1996.37800,,,21.20000,WIN,2.89000,2022-03-11 04:30:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-11 16:30:00,BEARISH,1988.68600,1988.90800,,,2.22000,WIN,25.00000,2022-03-11 16:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-11 17:00:00,BEARISH,1988.50800,1988.90800,,,4.00000,LOSS,-1.00000,2022-03-11 17:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-14 01:15:00,BULLISH,1972.89800,1971.36200,,,15.36000,LOSS,-1.00000,2022-03-14 02:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-14 05:30:00,BULLISH,1973.55800,1974.52800,,,9.70000,LOSS,-1.00000,2022-03-14 05:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-14 12:15:00,BEARISH,1966.85800,1967.88200,,,10.24000,WIN,11.94000,2022-03-14 13:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-14 14:15:00,BEARISH,1959.45900,1961.05800,,,15.99000,LOSS,-1.00000,2022-03-14 16:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-14 23:30:00,BEARISH,1953.54800,1954.45800,,,9.10000,WIN,3.82000,2022-03-15 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-15 22:45:00,BULLISH,1916.17800,1914.94800,,,12.30000,WIN,3.41000,2022-03-16 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-16 07:15:00,BEARISH,1917.39800,1918.85800,,,14.60000,WIN,3.35000,2022-03-16 08:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-16 08:45:00,BEARISH,1917.97300,1920.80800,,,28.35000,LOSS,-1.00000,2022-03-16 09:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-16 09:00:00,BEARISH,1918.19800,1920.80800,,,26.10000,LOSS,-1.00000,2022-03-16 09:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-16 09:15:00,BEARISH,1919.63800,1920.80800,,,11.70000,LOSS,-1.00000,2022-03-16 09:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-16 10:45:00,BEARISH,1921.42800,1922.75800,,,13.30000,LOSS,-1.00000,2022-03-16 11:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-16 13:00:00,BEARISH,1921.01800,1922.12800,,,11.10000,WIN,8.51000,2022-03-16 14:00:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-16 22:00:00,BEARISH,1925.54300,1928.24300,,,27.00000,LOSS,-1.00000,2022-03-17 01:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-17 06:45:00,BEARISH,1934.13800,1934.79800,,,6.60000,LOSS,-1.00000,2022-03-17 07:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-17 12:15:00,BULLISH,1937.67000,1935.38700,,,22.83000,WIN,4.00000,2022-03-17 14:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-17 12:30:00,BULLISH,1937.20800,1935.38700,,,18.21000,WIN,5.26000,2022-03-17 14:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-17 17:15:00,BULLISH,1943.55800,1940.65900,,,28.99000,LOSS,-1.00000,2022-03-17 18:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-18 01:15:00,BEARISH,1941.35800,1942.25800,,,9.00000,WIN,6.73000,2022-03-18 02:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-18 11:15:00,BEARISH,1939.37800,1939.78800,,,4.10000,LOSS,-1.00000,2022-03-18 11:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-18 11:45:00,BEARISH,1938.68800,1940.51300,,,18.25000,LOSS,-1.00000,2022-03-18 12:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-18 12:45:00,BEARISH,1939.70800,1940.71300,,,10.05000,WIN,10.81000,2022-03-18 13:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-18 13:30:00,BEARISH,1934.76700,1935.75300,,,9.86000,LOSS,-1.00000,2022-03-18 14:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-21 08:45:00,BEARISH,1926.55800,1927.23300,,,6.75000,LOSS,-1.00000,2022-03-21 10:00:00,,,LOW,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-22 02:30:00,BEARISH,1932.71100,1933.61300,,,9.02000,LOSS,-1.00000,2022-03-22 02:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-22 02:45:00,BEARISH,1933.82800,1933.61300,,,2.15000,LOSS,-1.00000,2022-03-22 03:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-23 06:00:00,BULLISH,1919.41800,1917.82800,,,15.90000,LOSS,-1.00000,2022-03-23 06:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | XAUUSD | M15,OFL_CONTINUATION,XAUUSD,M15,2022-03-23 14:45:00,BEARISH,1931.73200,1934.07800,,,23.46000,LOSS,-1.00000,2022-03-23 16:30:00,,,LOW,,,,,,,,,,,,,
