run_label,strategy,instrument,timeframe,signal_datetime,direction,entry_price,stop_loss,tp_2r,tp_4r,risk_pips,result,rr_achieved,exit_datetime,pfvg_high,pfvg_low,ofl_probability,ofl_swing_price,fva_high,fva_low,fvg_in_high,fvg_in_low,fvg_out_high,fvg_out_low,candles_to_form_fvg_out,context_target,ofl_1_swing,ofl_2_swing,checklist_passed,conditions_met
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-04-19 04:00:00,BEARISH,1.07761,1.07716,,,4.50000,LOSS,-1.00000,2022-04-19 04:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-04-19 10:45:00,BULLISH,1.07930,1.07846,,,8.40000,LOSS,-1.00000,2022-04-19 15:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-04-19 17:45:00,BULLISH,1.07917,1.07836,,,8.10000,LOSS,-1.00000,2022-04-19 18:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-04-20 14:15:00,BEARISH,1.08547,1.08641,,,9.40000,LOSS,-1.00000,2022-04-20 14:45:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-04-20 17:15:00,BULLISH,1.08417,1.08397,,,2.00000,LOSS,-1.00000,2022-04-20 21:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-04-20 19:45:00,BEARISH,1.08496,1.08510,,,1.40000,LOSS,-1.00000,2022-04-20 20:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-04-21 04:45:00,BULLISH,1.08312,1.08289,,,2.30000,WIN,10.09000,2022-04-21 06:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-04-21 10:15:00,BEARISH,1.09146,1.09216,,,7.00000,WIN,13.03000,2022-04-22 07:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-04-22 02:45:00,BEARISH,1.08421,1.08445,,,2.40000,WIN,4.29000,2022-04-22 03:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-04-22 09:45:00,BULLISH,1.08016,1.07973,,,4.30000,LOSS,-1.00000,2022-04-22 14:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-04-22 13:00:00,BEARISH,1.08394,1.08448,,,5.40000,WIN,9.11000,2022-04-22 14:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-04-25 01:30:00,BULLISH,1.07920,1.07962,,,4.20000,LOSS,-1.00000,2022-04-25 01:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-04-25 10:45:00,BULLISH,1.07268,1.07197,,,7.10000,WIN,3.86000,2022-04-25 12:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-04-25 11:15:00,BEARISH,1.07345,1.07477,,,13.20000,LOSS,-1.00000,2022-04-25 11:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-04-25 19:00:00,BULLISH,1.07090,1.07047,,,4.30000,WIN,2.30000,2022-04-26 00:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-04-25 19:45:00,BEARISH,1.07141,1.07182,,,4.10000,LOSS,-1.00000,2022-04-26 00:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-04-26 00:00:00,BEARISH,1.07159,1.07147,,,1.20000,LOSS,-1.00000,2022-04-26 00:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-04-26 01:00:00,BEARISH,1.07323,1.07336,,,1.30000,LOSS,-1.00000,2022-04-26 03:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-04-26 05:30:00,BEARISH,1.07290,1.07334,,,4.40000,LOSS,-1.00000,2022-04-26 06:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-04-26 10:45:00,BEARISH,1.06906,1.06971,,,6.50000,WIN,2.78000,2022-04-26 11:45:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-04-28 07:45:00,BEARISH,1.05493,1.05647,,,15.40000,WIN,4.45000,2022-04-28 12:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-04-28 08:00:00,BEARISH,1.05526,1.05647,,,12.10000,WIN,5.93000,2022-04-28 12:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-04-28 19:00:00,BEARISH,1.05065,1.05106,,,4.10000,WIN,3.20000,2022-04-28 22:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-04-29 15:45:00,BEARISH,1.05397,1.05461,,,6.40000,LOSS,-1.00000,2022-04-29 16:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-02 09:30:00,BULLISH,1.05256,1.05187,,,6.90000,LOSS,-1.00000,2022-05-02 11:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-02 09:45:00,BULLISH,1.05230,1.05187,,,4.30000,LOSS,-1.00000,2022-05-02 11:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-02 15:00:00,BULLISH,1.05152,1.05040,,,11.20000,LOSS,-1.00000,2022-05-02 16:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-03 03:15:00,BEARISH,1.05147,1.05173,,,2.60000,LOSS,-1.00000,2022-05-03 03:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-03 18:30:00,BULLISH,1.05183,1.05125,,,5.80000,LOSS,-1.00000,2022-05-04 05:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-03 23:00:00,BEARISH,1.05229,1.05260,,,3.10000,LOSS,-1.00000,2022-05-03 23:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-04 00:15:00,BULLISH,1.05220,1.05200,,,2.00000,LOSS,-1.00000,2022-05-04 01:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-04 09:00:00,BULLISH,1.05157,1.05146,,,1.10000,WIN,17.00000,2022-05-04 11:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-04 14:15:00,BEARISH,1.05373,1.05406,,,3.30000,LOSS,-1.00000,2022-05-04 14:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-04 14:45:00,BEARISH,1.05502,1.05406,,,9.60000,LOSS,-1.00000,2022-05-04 15:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-04 23:30:00,BULLISH,1.06127,1.06037,,,9.00000,WIN,2.02000,2022-05-05 01:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-05 02:15:00,BULLISH,1.06177,1.06140,,,3.70000,LOSS,-1.00000,2022-05-05 04:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-05 04:15:00,BULLISH,1.06130,1.06095,,,3.50000,LOSS,-1.00000,2022-05-05 05:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-05 11:15:00,BULLISH,1.05576,1.05531,,,4.50000,LOSS,-1.00000,2022-05-05 11:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-05 11:45:00,BULLISH,1.05507,1.05455,,,5.20000,LOSS,-1.00000,2022-05-05 13:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-05 22:45:00,BEARISH,1.05452,1.05500,,,4.80000,LOSS,-1.00000,2022-05-06 00:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-06 00:15:00,BEARISH,1.05440,1.05506,,,6.60000,WIN,7.80000,2022-05-06 06:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-06 01:15:00,BEARISH,1.05292,1.05464,,,17.20000,WIN,2.13000,2022-05-06 06:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-06 04:45:00,BEARISH,1.05325,1.05344,,,1.90000,WIN,8.89000,2022-05-06 06:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-06 07:45:00,BEARISH,1.05087,1.05119,,,3.20000,LOSS,-1.00000,2022-05-06 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-06 12:30:00,BEARISH,1.05755,1.05967,,,21.20000,WIN,4.38000,2022-05-12 07:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-09 03:15:00,BULLISH,1.05066,1.05049,,,1.70000,LOSS,-1.00000,2022-05-09 03:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-09 04:30:00,BEARISH,1.05149,1.05163,,,1.40000,WIN,8.71000,2022-05-09 06:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-09 08:45:00,BULLISH,1.05022,1.05010,,,1.20000,WIN,11.75000,2022-05-09 09:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-09 10:15:00,BEARISH,1.05405,1.05452,,,4.70000,LOSS,-1.00000,2022-05-09 10:45:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-09 15:00:00,BULLISH,1.05303,1.05171,,,13.20000,WIN,3.26000,2022-05-09 16:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-09 19:45:00,BULLISH,1.05603,1.05559,,,4.40000,LOSS,-1.00000,2022-05-09 21:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-10 07:30:00,BEARISH,1.05698,1.05783,,,8.50000,WIN,2.21000,2022-05-10 09:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-10 12:15:00,BULLISH,1.05566,1.05485,,,8.10000,LOSS,-1.00000,2022-05-10 12:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-10 12:45:00,BULLISH,1.05536,1.05483,,,5.30000,LOSS,-1.00000,2022-05-10 13:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-10 18:30:00,BULLISH,1.05324,1.05275,,,4.90000,LOSS,-1.00000,2022-05-10 20:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-11 00:00:00,BULLISH,1.05315,1.05269,,,4.60000,LOSS,-1.00000,2022-05-11 01:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-11 00:30:00,BEARISH,1.05354,1.05366,,,1.20000,LOSS,-1.00000,2022-05-11 02:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-11 02:45:00,BULLISH,1.05319,1.05290,,,2.90000,WIN,5.10000,2022-05-11 05:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-11 13:45:00,BEARISH,1.05555,1.05771,,,21.60000,WIN,2.49000,2022-05-12 05:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-12 02:45:00,BULLISH,1.05141,1.05123,,,1.80000,LOSS,-1.00000,2022-05-12 05:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-12 15:00:00,BEARISH,1.04143,1.04248,,,10.50000,WIN,2.93000,2022-05-12 15:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-13 01:30:00,BULLISH,1.03757,1.03743,,,1.40000,WIN,5.93000,2022-05-13 02:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-13 10:15:00,BULLISH,1.03830,1.03706,,,12.40000,LOSS,-1.00000,2022-05-13 13:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-13 11:00:00,BEARISH,1.03950,1.03982,,,3.20000,WIN,7.63000,2022-05-13 13:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-16 00:15:00,BULLISH,1.04034,1.03974,,,6.00000,WIN,2.08000,2022-05-16 01:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-16 06:00:00,BULLISH,1.03999,1.03955,,,4.40000,LOSS,-1.00000,2022-05-16 06:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-16 09:45:00,BULLISH,1.04178,1.04149,,,2.90000,WIN,6.17000,2022-05-16 10:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-16 18:00:00,BEARISH,1.04244,1.04267,,,2.30000,LOSS,-1.00000,2022-05-16 18:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-16 22:15:00,BULLISH,1.04321,1.04284,,,3.70000,WIN,2.95000,2022-05-17 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-17 01:15:00,BULLISH,1.04395,1.04348,,,4.70000,LOSS,-1.00000,2022-05-17 03:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-17 03:00:00,BULLISH,1.04385,1.04318,,,6.70000,WIN,2.31000,2022-05-17 06:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-17 13:45:00,BULLISH,1.05345,1.05253,,,9.20000,LOSS,-1.00000,2022-05-17 18:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-17 14:45:00,BULLISH,1.05269,1.05254,,,1.50000,WIN,12.20000,2022-05-17 16:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-17 18:45:00,BEARISH,1.05443,1.05466,,,2.30000,LOSS,-1.00000,2022-05-17 19:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-18 10:15:00,BEARISH,1.05275,1.05289,,,1.40000,LOSS,-1.00000,2022-05-18 13:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-18 15:30:00,BEARISH,1.05096,1.05149,,,5.30000,WIN,2.92000,2022-05-18 15:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-19 01:30:00,BULLISH,1.04832,1.04787,,,4.50000,WIN,3.82000,2022-05-19 02:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-19 10:00:00,BEARISH,1.04960,1.05086,,,12.60000,LOSS,-1.00000,2022-05-19 10:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-19 11:45:00,BULLISH,1.05169,1.05130,,,3.90000,WIN,5.72000,2022-05-19 12:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-19 22:15:00,BEARISH,1.05844,1.05870,,,2.60000,WIN,2.46000,2022-05-20 00:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-20 01:30:00,BEARISH,1.05793,1.05813,,,2.00000,WIN,5.50000,2022-05-20 02:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-20 07:15:00,BULLISH,1.05669,1.05651,,,1.80000,LOSS,-1.00000,2022-05-20 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-20 10:15:00,BEARISH,1.05923,1.05990,,,6.70000,WIN,5.64000,2022-05-20 14:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-20 16:00:00,BULLISH,1.05549,1.05393,,,15.60000,LOSS,-1.00000,2022-05-20 18:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-23 13:30:00,BULLISH,1.06488,1.06443,,,4.50000,WIN,8.58000,2022-05-23 15:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-23 17:00:00,BEARISH,1.06755,1.06809,,,5.40000,LOSS,-1.00000,2022-05-23 17:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-23 20:45:00,BEARISH,1.06910,1.06935,,,2.50000,LOSS,-1.00000,2022-05-23 22:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-24 08:45:00,BEARISH,1.07165,1.07177,,,1.20000,LOSS,-1.00000,2022-05-24 09:15:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-24 22:30:00,BULLISH,1.07341,1.07321,,,2.00000,WIN,2.20000,2022-05-24 22:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-25 13:30:00,BEARISH,1.06687,1.06722,,,3.50000,LOSS,-1.00000,2022-05-25 14:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-26 02:30:00,BEARISH,1.06994,1.07020,,,2.60000,LOSS,-1.00000,2022-05-26 03:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-26 08:45:00,BEARISH,1.06839,1.06864,,,2.50000,LOSS,-1.00000,2022-05-26 09:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-26 21:30:00,BEARISH,1.07290,1.07309,,,1.90000,LOSS,-1.00000,2022-05-26 22:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-27 18:45:00,BEARISH,1.07304,1.07241,,,6.30000,LOSS,-1.00000,2022-05-27 19:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-30 04:30:00,BEARISH,1.07589,1.07462,,,12.70000,LOSS,-1.00000,2022-05-30 04:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-30 07:45:00,BULLISH,1.07459,1.07404,,,5.50000,LOSS,-1.00000,2022-05-30 08:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-31 02:45:00,BULLISH,1.07488,1.07420,,,6.80000,LOSS,-1.00000,2022-05-31 06:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-31 03:30:00,BULLISH,1.07482,1.07443,,,3.90000,LOSS,-1.00000,2022-05-31 04:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-31 05:45:00,BEARISH,1.07491,1.07551,,,6.00000,WIN,2.48000,2022-05-31 06:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-31 06:00:00,BEARISH,1.07492,1.07551,,,5.90000,WIN,2.54000,2022-05-31 06:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-31 22:00:00,BULLISH,1.07345,1.07311,,,3.40000,LOSS,-1.00000,2022-06-01 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-05-31 23:15:00,BULLISH,1.07357,1.07323,,,3.40000,LOSS,-1.00000,2022-06-01 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-06-01 07:45:00,BULLISH,1.07172,1.07112,,,6.00000,LOSS,-1.00000,2022-06-01 11:15:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-06-01 09:15:00,BEARISH,1.07232,1.07263,,,3.10000,LOSS,-1.00000,2022-06-01 09:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-06-01 11:45:00,BULLISH,1.07105,1.07019,,,8.60000,WIN,2.08000,2022-06-01 13:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-06-01 18:15:00,BULLISH,1.06465,1.06448,,,1.70000,LOSS,-1.00000,2022-06-01 21:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-06-01 22:30:00,BULLISH,1.06505,1.06480,,,2.50000,LOSS,-1.00000,2022-06-02 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-06-02 04:15:00,BEARISH,1.06543,1.06564,,,2.10000,LOSS,-1.00000,2022-06-02 04:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-06-03 05:00:00,BULLISH,1.07501,1.07450,,,5.10000,LOSS,-1.00000,2022-06-03 07:15:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-06-03 07:15:00,BULLISH,1.07461,1.07448,,,1.30000,WIN,9.38000,2022-06-03 07:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-06-06 02:30:00,BEARISH,1.07220,1.07256,,,3.60000,LOSS,-1.00000,2022-06-06 03:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-06-06 23:00:00,BEARISH,1.06936,1.06951,,,1.50000,WIN,5.73000,2022-06-06 23:15:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-06-07 09:30:00,BEARISH,1.06863,1.06915,,,5.20000,WIN,4.08000,2022-06-07 11:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-06-07 16:30:00,BEARISH,1.06981,1.07082,,,10.10000,LOSS,-1.00000,2022-06-07 18:30:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-06-07 22:45:00,BULLISH,1.07046,1.07024,,,2.20000,LOSS,-1.00000,2022-06-07 23:15:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-06-09 06:15:00,BULLISH,1.07157,1.07089,,,6.80000,LOSS,-1.00000,2022-06-09 07:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-06-09 06:30:00,BULLISH,1.07145,1.07089,,,5.60000,LOSS,-1.00000,2022-06-09 07:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-06-09 06:45:00,BULLISH,1.07165,1.07093,,,7.20000,LOSS,-1.00000,2022-06-09 07:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-06-09 10:15:00,BEARISH,1.07230,1.07243,,,1.30000,LOSS,-1.00000,2022-06-09 10:45:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | M15,OFL_CONTINUATION,EURUSD,M15,2022-06-10 00:30:00,BULLISH,1.06184,1.06113,,,7.10000,LOSS,-1.00000,2022-06-10 08:15:00,,,MEDIUM,,,,,,,,,,,,,
