run_label,strategy,instrument,timeframe,signal_datetime,direction,entry_price,stop_loss,tp_2r,tp_4r,risk_pips,result,rr_achieved,exit_datetime,pfvg_high,pfvg_low,ofl_probability,ofl_swing_price,fva_high,fva_low,fvg_in_high,fvg_in_low,fvg_out_high,fvg_out_low,candles_to_form_fvg_out,context_target,ofl_1_swing,ofl_2_swing,checklist_passed,conditions_met
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-04-12 09:00:00,BEARISH,1.54505,1.54625,,,12.00000,LOSS,-1.00000,2010-04-14 14:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-04-12 19:00:00,BULLISH,1.53715,1.53600,,,11.50000,LOSS,-1.00000,2010-04-12 21:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-04-13 08:00:00,BULLISH,1.53535,1.53470,,,6.50000,WIN,20.23000,2010-04-14 15:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-04-16 13:00:00,BULLISH,1.54170,1.54305,,,13.50000,LOSS,-1.00000,2010-04-16 14:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-04-19 02:00:00,BULLISH,1.52830,1.52405,,,42.50000,LOSS,-1.00000,2010-04-19 05:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-04-19 15:00:00,BULLISH,1.52750,1.52570,,,18.00000,LOSS,-1.00000,2010-04-27 16:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-04-21 11:00:00,BULLISH,1.53935,1.53710,,,22.50000,WIN,2.02000,2010-04-22 05:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-04-22 06:00:00,BEARISH,1.54430,1.54730,,,30.00000,WIN,3.73000,2010-04-22 23:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-04-22 20:00:00,BULLISH,1.53760,1.53640,,,12.00000,LOSS,-1.00000,2010-04-22 23:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-04-22 21:00:00,BEARISH,1.53850,1.53975,,,12.50000,WIN,3.48000,2010-04-22 23:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-04-23 08:00:00,BULLISH,1.53460,1.53350,,,11.00000,LOSS,-1.00000,2010-04-23 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-04-23 10:00:00,BEARISH,1.53740,1.53810,,,7.00000,WIN,8.43000,2010-04-23 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-04-23 15:00:00,BEARISH,1.53490,1.53755,,,26.50000,LOSS,-1.00000,2010-04-23 18:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-04-30 14:00:00,BULLISH,1.52765,1.52530,,,23.50000,LOSS,-1.00000,2010-05-03 01:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-05-03 17:00:00,BULLISH,1.52380,1.52345,,,3.50000,LOSS,-1.00000,2010-05-03 21:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-05-05 04:00:00,BULLISH,1.51300,1.51205,,,9.50000,LOSS,-1.00000,2010-05-05 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-05-05 06:00:00,BEARISH,1.51535,1.51725,,,19.00000,WIN,2.50000,2010-05-05 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-05-05 10:00:00,BEARISH,1.51605,1.51715,,,11.00000,WIN,4.95000,2010-05-05 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-05-05 15:00:00,BEARISH,1.51240,1.51455,,,21.50000,LOSS,-1.00000,2010-05-06 01:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-05-07 16:00:00,BEARISH,1.47750,1.48250,,,50.00000,LOSS,-1.00000,2010-05-10 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-05-10 13:00:00,BEARISH,1.50245,1.50540,,,29.50000,WIN,18.61000,2010-05-17 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-05-12 00:00:00,BEARISH,1.49400,1.49640,,,24.00000,LOSS,-1.00000,2010-05-12 07:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-05-17 11:00:00,BEARISH,1.44275,1.44680,,,40.50000,LOSS,-1.00000,2010-05-17 13:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-05-18 09:00:00,BULLISH,1.44405,1.44120,,,28.50000,LOSS,-1.00000,2010-05-18 15:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-05-19 21:00:00,BEARISH,1.44590,1.44655,,,6.50000,WIN,25.00000,2010-05-20 11:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-05-20 03:00:00,BEARISH,1.44050,1.44260,,,21.00000,WIN,7.95000,2010-05-20 14:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-05-20 17:00:00,BEARISH,1.43455,1.43680,,,22.50000,LOSS,-1.00000,2010-05-20 18:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-05-21 02:00:00,BEARISH,1.43815,1.44025,,,21.00000,LOSS,-1.00000,2010-05-21 04:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-05-24 10:00:00,BULLISH,1.43980,1.43520,,,46.00000,LOSS,-1.00000,2010-05-24 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-05-25 21:00:00,BEARISH,1.44215,1.44470,,,25.50000,LOSS,-1.00000,2010-05-27 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-05-25 22:00:00,BEARISH,1.44270,1.44470,,,20.00000,LOSS,-1.00000,2010-05-27 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-05-26 09:00:00,BEARISH,1.44345,1.44365,,,2.00000,WIN,25.00000,2010-05-26 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-05-26 21:00:00,BULLISH,1.43865,1.43660,,,20.50000,WIN,2.73000,2010-05-27 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-05-27 13:00:00,BULLISH,1.44175,1.44080,,,9.50000,WIN,17.74000,2010-05-27 17:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-05-31 12:00:00,BEARISH,1.45140,1.45300,,,16.00000,LOSS,-1.00000,2010-05-31 15:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-06-02 05:00:00,BEARISH,1.47125,1.47495,,,37.00000,LOSS,-1.00000,2010-06-02 07:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-06-10 16:00:00,BEARISH,1.46550,1.46775,,,22.50000,LOSS,-1.00000,2010-06-10 17:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-06-14 19:00:00,BEARISH,1.47675,1.47730,,,5.50000,LOSS,-1.00000,2010-06-15 10:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-06-16 08:00:00,BULLISH,1.47600,1.47510,,,9.00000,WIN,8.44000,2010-06-16 14:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-06-24 09:00:00,BEARISH,1.49635,1.50115,,,48.00000,LOSS,-1.00000,2010-06-25 16:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-06-30 04:00:00,BEARISH,1.50620,1.50735,,,11.50000,WIN,2.96000,2010-06-30 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-07-05 10:00:00,BULLISH,1.51310,1.51155,,,15.50000,LOSS,-1.00000,2010-07-05 13:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-07-05 14:00:00,BULLISH,1.51055,1.50895,,,16.00000,LOSS,-1.00000,2010-07-06 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-07-06 17:00:00,BULLISH,1.51570,1.51425,,,14.50000,LOSS,-1.00000,2010-07-06 19:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-07-07 12:00:00,BULLISH,1.51140,1.51030,,,11.00000,WIN,10.23000,2010-07-08 01:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-07-07 14:00:00,BEARISH,1.51775,1.52145,,,37.00000,LOSS,-1.00000,2010-07-07 17:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-07-08 06:00:00,BEARISH,1.52030,1.52405,,,37.50000,WIN,3.25000,2010-07-09 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-07-12 14:00:00,BEARISH,1.50840,1.50855,,,1.50000,WIN,25.00000,2010-07-12 15:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-07-15 00:00:00,BULLISH,1.52480,1.52355,,,12.50000,WIN,3.92000,2010-07-15 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-07-19 06:00:00,BULLISH,1.52930,1.52680,,,25.00000,LOSS,-1.00000,2010-07-19 09:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-07-20 06:00:00,BEARISH,1.52760,1.53090,,,33.00000,WIN,2.23000,2010-07-20 09:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-07-22 23:00:00,BEARISH,1.52635,1.52850,,,21.50000,LOSS,-1.00000,2010-07-23 03:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-07-26 06:00:00,BEARISH,1.54540,1.55005,,,46.50000,LOSS,-1.00000,2010-07-26 10:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-07-28 01:00:00,BULLISH,1.55690,1.55620,,,7.00000,WIN,4.29000,2010-07-28 05:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-07-28 18:00:00,BULLISH,1.55885,1.55970,,,8.50000,LOSS,-1.00000,2010-07-28 19:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-08-06 09:00:00,BULLISH,1.58570,1.58400,,,17.00000,WIN,2.53000,2010-08-06 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-08-09 08:00:00,BULLISH,1.59490,1.59305,,,18.50000,LOSS,-1.00000,2010-08-09 16:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-08-09 09:00:00,BEARISH,1.59610,1.59720,,,11.00000,WIN,2.77000,2010-08-09 16:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-08-10 00:00:00,BULLISH,1.58625,1.58890,,,26.50000,LOSS,-1.00000,2010-08-10 01:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-08-10 01:00:00,BULLISH,1.58295,1.58890,,,59.50000,LOSS,-1.00000,2010-08-10 02:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-08-11 09:00:00,BULLISH,1.57235,1.57605,,,37.00000,LOSS,-1.00000,2010-08-11 10:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-08-11 14:00:00,BULLISH,1.56660,1.56280,,,38.00000,LOSS,-1.00000,2010-08-11 21:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-08-12 00:00:00,BULLISH,1.56670,1.56155,,,51.50000,LOSS,-1.00000,2010-08-12 09:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-08-12 05:00:00,BEARISH,1.56975,1.57135,,,16.00000,WIN,4.34000,2010-08-12 09:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-08-17 06:00:00,BEARISH,1.56545,1.56955,,,41.00000,WIN,2.49000,2010-08-17 18:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-08-23 06:00:00,BEARISH,1.55875,1.56190,,,31.50000,WIN,3.98000,2010-08-24 01:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-08-25 02:00:00,BEARISH,1.54350,1.54435,,,8.50000,LOSS,-1.00000,2010-08-25 07:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-09-01 13:00:00,BEARISH,1.54530,1.54910,,,38.00000,WIN,3.05000,2010-09-07 11:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-09-02 21:00:00,BULLISH,1.53935,1.53890,,,4.50000,LOSS,-1.00000,2010-09-02 23:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-09-06 20:00:00,BEARISH,1.54010,1.54060,,,5.00000,LOSS,-1.00000,2010-09-07 07:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-09-08 07:00:00,BEARISH,1.54620,1.54935,,,31.50000,LOSS,-1.00000,2010-09-08 15:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-09-09 14:00:00,BEARISH,1.54465,1.54770,,,30.50000,WIN,2.33000,2010-09-10 06:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-09-13 12:00:00,BULLISH,1.54210,1.53890,,,32.00000,LOSS,-1.00000,2010-09-13 23:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-09-13 16:00:00,BEARISH,1.54560,1.54655,,,9.50000,WIN,7.05000,2010-09-13 23:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-09-16 08:00:00,BULLISH,1.55730,1.55375,,,35.50000,WIN,2.10000,2010-09-16 14:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-09-17 18:00:00,BULLISH,1.56200,1.56115,,,8.50000,LOSS,-1.00000,2010-09-17 20:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-09-21 01:00:00,BEARISH,1.55700,1.55770,,,7.00000,LOSS,-1.00000,2010-09-21 03:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-09-21 13:00:00,BEARISH,1.55630,1.55695,,,6.50000,LOSS,-1.00000,2010-09-21 18:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-09-21 18:00:00,BEARISH,1.56290,1.56430,,,14.00000,LOSS,-1.00000,2010-09-22 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-09-23 00:00:00,BULLISH,1.56505,1.56340,,,16.50000,LOSS,-1.00000,2010-09-23 07:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-09-24 06:00:00,BULLISH,1.56540,1.56400,,,14.00000,WIN,6.18000,2010-09-24 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-09-27 00:00:00,BEARISH,1.58210,1.58350,,,14.00000,LOSS,-1.00000,2010-09-27 07:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-09-28 07:00:00,BULLISH,1.57985,1.57795,,,19.00000,WIN,3.58000,2010-09-28 09:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-10-01 06:00:00,BULLISH,1.57180,1.57030,,,15.00000,WIN,13.63000,2010-10-05 14:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-10-04 04:00:00,BEARISH,1.58135,1.58175,,,4.00000,LOSS,-1.00000,2010-10-04 10:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-10-05 20:00:00,BULLISH,1.58880,1.58720,,,16.00000,WIN,2.59000,2010-10-06 07:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-10-07 16:00:00,BULLISH,1.58915,1.59165,,,25.00000,LOSS,-1.00000,2010-10-07 17:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-10-08 09:00:00,BEARISH,1.58685,1.58780,,,9.50000,LOSS,-1.00000,2010-10-08 11:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-10-11 16:00:00,BULLISH,1.58810,1.58760,,,5.00000,LOSS,-1.00000,2010-10-11 19:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-10-11 23:00:00,BULLISH,1.58825,1.58680,,,14.50000,LOSS,-1.00000,2010-10-12 06:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-10-13 09:00:00,BEARISH,1.58600,1.58875,,,27.50000,LOSS,-1.00000,2010-10-13 16:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-10-13 13:00:00,BULLISH,1.58265,1.58055,,,21.00000,WIN,2.90000,2010-10-13 16:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-10-14 17:00:00,BULLISH,1.59885,1.59710,,,17.50000,WIN,4.43000,2010-10-15 10:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-10-15 14:00:00,BULLISH,1.60035,1.60020,,,1.50000,WIN,25.00000,2010-10-15 15:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-10-18 12:00:00,BULLISH,1.58980,1.58660,,,32.00000,LOSS,-1.00000,2010-10-19 03:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-10-19 00:00:00,BEARISH,1.59225,1.59410,,,18.50000,WIN,4.62000,2010-10-19 07:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-10-22 12:00:00,BEARISH,1.57280,1.57310,,,3.00000,WIN,14.17000,2010-10-22 13:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-10-27 09:00:00,BEARISH,1.58373,1.58654,,,28.10000,WIN,2.81000,2010-10-27 15:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-10-27 17:00:00,BULLISH,1.57376,1.57300,,,7.60000,WIN,16.82000,2010-10-28 10:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-10-28 07:00:00,BULLISH,1.57913,1.57617,,,29.60000,WIN,2.50000,2010-10-28 10:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-11-02 01:00:00,BULLISH,1.60436,1.60344,,,9.20000,LOSS,-1.00000,2010-11-02 09:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-11-02 10:00:00,BULLISH,1.59940,1.59614,,,32.60000,WIN,2.61000,2010-11-03 09:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-11-02 15:00:00,BULLISH,1.60022,1.59998,,,2.40000,WIN,25.00000,2010-11-03 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-11-02 21:00:00,BEARISH,1.60425,1.60473,,,4.80000,LOSS,-1.00000,2010-11-03 07:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-11-05 09:00:00,BEARISH,1.62199,1.62285,,,8.60000,LOSS,-1.00000,2010-11-05 11:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-11-08 22:00:00,BEARISH,1.61367,1.61451,,,8.40000,WIN,3.37000,2010-11-09 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-11-11 21:00:00,BEARISH,1.61154,1.61212,,,5.80000,LOSS,-1.00000,2010-11-11 22:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-11-15 08:00:00,BULLISH,1.60676,1.60411,,,26.50000,LOSS,-1.00000,2010-11-15 23:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-11-15 14:00:00,BEARISH,1.60996,1.61229,,,23.30000,WIN,2.51000,2010-11-15 23:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-11-17 12:00:00,BULLISH,1.58791,1.58671,,,12.00000,WIN,17.17000,2010-11-19 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-11-17 23:00:00,BEARISH,1.59155,1.59193,,,3.80000,LOSS,-1.00000,2010-11-18 03:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-11-18 00:00:00,BEARISH,1.59147,1.59193,,,4.60000,LOSS,-1.00000,2010-11-18 03:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-11-23 01:00:00,BULLISH,1.59376,1.59186,,,19.00000,LOSS,-1.00000,2010-11-23 06:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-11-23 05:00:00,BEARISH,1.59389,1.59501,,,11.20000,WIN,3.65000,2010-11-23 06:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-11-25 07:00:00,BEARISH,1.57775,1.57934,,,15.90000,WIN,2.28000,2010-11-25 10:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-11-25 17:00:00,BEARISH,1.57655,1.57805,,,15.00000,WIN,2.67000,2010-11-26 05:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-11-25 18:00:00,BULLISH,1.57585,1.57506,,,7.90000,LOSS,-1.00000,2010-11-25 20:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H1,OFL_CONTINUATION,GBPUSD,H1,2010-11-30 02:00:00,BEARISH,1.55691,1.55716,,,2.50000,WIN,16.84000,2010-11-30 04:00:00,,,MEDIUM,,,,,,,,,,,,,
