run_label,strategy,instrument,timeframe,signal_datetime,direction,entry_price,stop_loss,tp_2r,tp_4r,risk_pips,result,rr_achieved,exit_datetime,pfvg_high,pfvg_low,ofl_probability,ofl_swing_price,fva_high,fva_low,fvg_in_high,fvg_in_low,fvg_out_high,fvg_out_low,candles_to_form_fvg_out,context_target,ofl_1_swing,ofl_2_swing,checklist_passed,conditions_met
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2010-04-23 16:00:00,BEARISH,1.33817,1.33995,,,17.80000,LOSS,-1.00000,2010-04-26 20:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2010-10-04 20:00:00,BULLISH,1.36888,1.36629,,,25.90000,LOSS,-1.00000,2010-10-05 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2010-10-05 00:00:00,BULLISH,1.36647,1.36343,,,30.40000,WIN,4.20000,2010-10-05 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2010-10-08 04:00:00,BULLISH,1.39310,1.39010,,,30.00000,LOSS,-1.00000,2010-10-08 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2010-10-08 08:00:00,BULLISH,1.38797,1.39010,,,21.30000,LOSS,-1.00000,2010-10-08 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2010-10-11 12:00:00,BULLISH,1.39326,1.39125,,,20.10000,LOSS,-1.00000,2010-10-11 16:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2010-10-12 08:00:00,BULLISH,1.37937,1.37727,,,21.00000,WIN,9.74000,2010-10-13 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2010-10-12 16:00:00,BEARISH,1.39146,1.39331,,,18.50000,LOSS,-1.00000,2010-10-13 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2010-10-20 12:00:00,BEARISH,1.39651,1.39904,,,25.30000,LOSS,-1.00000,2010-10-21 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2010-10-28 12:00:00,BEARISH,1.39095,1.39439,,,34.40000,LOSS,-1.00000,2010-10-28 20:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2010-10-28 16:00:00,BEARISH,1.39361,1.39439,,,7.80000,LOSS,-1.00000,2010-10-28 20:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2010-10-29 12:00:00,BEARISH,1.38869,1.39319,,,45.00000,LOSS,-1.00000,2010-10-29 20:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2010-11-19 16:00:00,BULLISH,1.36599,1.36307,,,29.20000,LOSS,-1.00000,2010-11-22 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2010-11-24 12:00:00,BEARISH,1.33986,1.34209,,,22.30000,WIN,5.14000,2010-11-26 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2010-12-06 16:00:00,BEARISH,1.33310,1.33324,,,1.40000,WIN,25.00000,2010-12-06 20:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2010-12-30 12:00:00,BEARISH,1.32781,1.33137,,,35.60000,LOSS,-1.00000,2010-12-31 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2010-12-31 04:00:00,BEARISH,1.33712,1.33137,,,57.50000,LOSS,-1.00000,2010-12-31 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-01-03 16:00:00,BEARISH,1.33601,1.33947,,,34.60000,LOSS,-1.00000,2011-01-04 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-01-04 16:00:00,BULLISH,1.33252,1.32923,,,32.90000,LOSS,-1.00000,2011-01-05 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-01-04 20:00:00,BULLISH,1.33139,1.32923,,,21.60000,LOSS,-1.00000,2011-01-05 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-01-28 16:00:00,BULLISH,1.35903,1.35831,,,7.20000,LOSS,-1.00000,2011-01-31 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-01-31 00:00:00,BULLISH,1.35902,1.35699,,,20.30000,WIN,7.67000,2011-02-01 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-02-22 12:00:00,BEARISH,1.36704,1.37030,,,32.60000,LOSS,-1.00000,2011-02-23 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-02-28 12:00:00,BEARISH,1.38109,1.38544,,,43.50000,LOSS,-1.00000,2011-03-02 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-03-22 20:00:00,BULLISH,1.41771,1.41789,,,1.80000,LOSS,-1.00000,2011-03-23 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-03-24 04:00:00,BULLISH,1.40809,1.40533,,,27.60000,LOSS,-1.00000,2011-03-28 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-03-24 16:00:00,BEARISH,1.41927,1.42158,,,23.10000,WIN,6.03000,2011-03-28 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-03-25 16:00:00,BULLISH,1.40902,1.40554,,,34.80000,LOSS,-1.00000,2011-03-28 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-04-07 12:00:00,BULLISH,1.42659,1.42441,,,21.80000,WIN,3.81000,2011-04-08 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-04-13 16:00:00,BULLISH,1.44334,1.44132,,,20.20000,LOSS,-1.00000,2011-04-14 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-05-25 12:00:00,BEARISH,1.40876,1.41181,,,30.50000,LOSS,-1.00000,2011-05-26 00:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-05-25 16:00:00,BEARISH,1.40778,1.41181,,,40.30000,LOSS,-1.00000,2011-05-26 00:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-06-01 16:00:00,BEARISH,1.43671,1.44584,,,91.30000,LOSS,-1.00000,2011-06-02 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-06-08 16:00:00,BULLISH,1.46009,1.46429,,,42.00000,LOSS,-1.00000,2011-06-08 20:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-06-09 04:00:00,BEARISH,1.46150,1.46457,,,30.70000,WIN,5.22000,2011-06-10 04:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-06-10 16:00:00,BULLISH,1.43647,1.43222,,,42.50000,LOSS,-1.00000,2011-06-15 08:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-06-10 20:00:00,BULLISH,1.43505,1.43222,,,28.30000,LOSS,-1.00000,2011-06-15 08:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-06-14 20:00:00,BEARISH,1.44435,1.44971,,,53.60000,WIN,2.26000,2011-06-15 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-06-17 04:00:00,BULLISH,1.41753,1.41269,,,48.40000,LOSS,-1.00000,2011-06-23 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-06-20 12:00:00,BEARISH,1.42979,1.43270,,,29.10000,LOSS,-1.00000,2011-06-20 20:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-06-27 12:00:00,BEARISH,1.42501,1.42923,,,42.20000,LOSS,-1.00000,2011-06-27 20:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-07-01 04:00:00,BEARISH,1.44984,1.45503,,,51.90000,LOSS,-1.00000,2011-07-04 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-07-04 08:00:00,BULLISH,1.44975,1.44953,,,2.20000,WIN,25.00000,2011-07-04 20:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-08-03 20:00:00,BEARISH,1.43306,1.43440,,,13.40000,LOSS,-1.00000,2011-08-04 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-08-05 16:00:00,BEARISH,1.42577,1.42975,,,39.80000,LOSS,-1.00000,2011-08-08 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-08-05 20:00:00,BEARISH,1.42834,1.42975,,,14.10000,LOSS,-1.00000,2011-08-08 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-08-11 08:00:00,BULLISH,1.41941,1.41223,,,71.80000,LOSS,-1.00000,2011-08-11 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-08-15 00:00:00,BEARISH,1.43011,1.42895,,,11.60000,LOSS,-1.00000,2011-08-15 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-08-16 16:00:00,BEARISH,1.44220,1.44664,,,44.40000,LOSS,-1.00000,2011-08-17 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-08-24 08:00:00,BULLISH,1.43914,1.43852,,,6.20000,LOSS,-1.00000,2011-08-25 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-08-25 00:00:00,BULLISH,1.43920,1.43895,,,2.50000,WIN,25.00000,2011-08-25 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-09-06 12:00:00,BULLISH,1.40829,1.39741,,,108.80000,LOSS,-1.00000,2011-09-08 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-09-12 16:00:00,BULLISH,1.35875,1.35561,,,31.40000,LOSS,-1.00000,2011-09-22 00:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-09-14 00:00:00,BEARISH,1.36460,1.37056,,,59.60000,LOSS,-1.00000,2011-09-14 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-09-15 12:00:00,BEARISH,1.38631,1.39314,,,68.30000,WIN,5.27000,2011-09-22 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-09-15 16:00:00,BEARISH,1.38886,1.39314,,,42.80000,WIN,9.00000,2011-09-22 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-09-21 12:00:00,BEARISH,1.36976,1.37217,,,24.10000,LOSS,-1.00000,2011-09-21 16:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-09-23 00:00:00,BEARISH,1.35145,1.35667,,,52.20000,WIN,2.44000,2011-09-26 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-09-26 08:00:00,BEARISH,1.34978,1.35418,,,44.00000,LOSS,-1.00000,2011-09-26 20:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-09-27 16:00:00,BEARISH,1.35889,1.36665,,,77.60000,LOSS,-1.00000,2011-09-28 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-09-28 08:00:00,BEARISH,1.36288,1.36881,,,59.30000,WIN,4.45000,2011-10-03 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-09-29 16:00:00,BULLISH,1.35659,1.35519,,,14.00000,LOSS,-1.00000,2011-09-30 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-10-05 00:00:00,BULLISH,1.33004,1.32599,,,40.50000,LOSS,-1.00000,2011-10-06 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-10-13 12:00:00,BULLISH,1.36880,1.36849,,,3.10000,WIN,25.00000,2011-10-13 16:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-10-13 16:00:00,BEARISH,1.37741,1.37991,,,25.00000,LOSS,-1.00000,2011-10-14 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-10-19 16:00:00,BULLISH,1.37751,1.37325,,,42.60000,LOSS,-1.00000,2011-10-20 00:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-10-20 08:00:00,BEARISH,1.38345,1.38389,,,4.40000,WIN,25.00000,2011-10-20 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-11-03 08:00:00,BULLISH,1.37640,1.36564,,,107.60000,LOSS,-1.00000,2011-11-09 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-11-07 00:00:00,BEARISH,1.37711,1.38011,,,30.00000,LOSS,-1.00000,2011-11-07 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-11-22 12:00:00,BULLISH,1.35082,1.34828,,,25.40000,LOSS,-1.00000,2011-11-23 00:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-12-07 04:00:00,BEARISH,1.34307,1.34533,,,22.60000,LOSS,-1.00000,2011-12-08 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-12-07 20:00:00,BEARISH,1.34132,1.34278,,,14.60000,LOSS,-1.00000,2011-12-08 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-12-15 16:00:00,BEARISH,1.30162,1.30496,,,33.40000,LOSS,-1.00000,2011-12-16 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-12-23 12:00:00,BULLISH,1.30573,1.30282,,,29.10000,LOSS,-1.00000,2011-12-28 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2011-12-30 08:00:00,BULLISH,1.29318,1.29049,,,26.90000,LOSS,-1.00000,2012-01-04 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2012-01-17 12:00:00,BULLISH,1.27351,1.27127,,,22.40000,WIN,6.37000,2012-01-19 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2012-01-31 00:00:00,BEARISH,1.31368,1.31974,,,60.60000,LOSS,-1.00000,2012-01-31 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2012-02-10 12:00:00,BULLISH,1.31617,1.31561,,,5.60000,LOSS,-1.00000,2012-02-13 20:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2012-02-13 20:00:00,BULLISH,1.32028,1.31483,,,54.50000,LOSS,-1.00000,2012-02-14 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2012-02-20 00:00:00,BEARISH,1.32084,1.32246,,,16.20000,LOSS,-1.00000,2012-02-20 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2012-02-20 12:00:00,BEARISH,1.32503,1.32766,,,26.30000,LOSS,-1.00000,2012-02-21 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2012-02-28 08:00:00,BEARISH,1.34312,1.34621,,,30.90000,LOSS,-1.00000,2012-02-28 16:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2012-03-01 04:00:00,BEARISH,1.33487,1.33556,,,6.90000,WIN,25.00000,2012-03-05 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2012-03-07 08:00:00,BEARISH,1.31303,1.31636,,,33.30000,LOSS,-1.00000,2012-03-07 16:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2012-03-07 12:00:00,BULLISH,1.31229,1.30959,,,27.00000,WIN,4.29000,2012-03-08 08:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2012-03-16 12:00:00,BEARISH,1.31507,1.31869,,,36.20000,LOSS,-1.00000,2012-03-19 12:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2012-03-19 12:00:00,BEARISH,1.32126,1.32628,,,50.20000,LOSS,-1.00000,2012-03-21 00:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2012-04-03 00:00:00,BEARISH,1.33321,1.33550,,,22.90000,LOSS,-1.00000,2012-04-03 08:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2012-04-10 00:00:00,BEARISH,1.31297,1.31440,,,14.30000,LOSS,-1.00000,2012-04-11 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2012-04-13 12:00:00,BULLISH,1.30862,1.30692,,,17.00000,LOSS,-1.00000,2012-04-16 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2012-04-20 12:00:00,BEARISH,1.32170,1.32244,,,7.40000,LOSS,-1.00000,2012-04-20 20:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2012-05-24 12:00:00,BEARISH,1.26143,1.26188,,,4.50000,WIN,21.98000,2012-05-25 12:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2012-05-28 12:00:00,BULLISH,1.25521,1.25245,,,27.60000,LOSS,-1.00000,2012-05-28 20:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2012-05-31 12:00:00,BULLISH,1.23782,1.23363,,,41.90000,LOSS,-1.00000,2012-06-01 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2012-06-06 20:00:00,BEARISH,1.25806,1.25851,,,4.50000,LOSS,-1.00000,2012-06-07 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2012-06-12 00:00:00,BULLISH,1.24932,1.24500,,,43.20000,LOSS,-1.00000,2012-06-12 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2012-06-13 12:00:00,BEARISH,1.25907,1.26098,,,19.10000,LOSS,-1.00000,2012-06-14 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2012-07-03 04:00:00,BEARISH,1.26113,1.26139,,,2.60000,LOSS,-1.00000,2012-07-03 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2012-07-17 00:00:00,BEARISH,1.23087,1.23129,,,4.20000,LOSS,-1.00000,2012-07-17 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H4,OFL_CONTINUATION,EURUSD,H4,2012-08-13 12:00:00,BEARISH,1.23500,1.23732,,,23.20000,LOSS,-1.00000,2012-08-14 04:00:00,,,LOW,,,,,,,,,,,,,
