run_label,strategy,instrument,timeframe,signal_datetime,direction,entry_price,stop_loss,tp_2r,tp_4r,risk_pips,result,rr_achieved,exit_datetime,pfvg_high,pfvg_low,ofl_probability,ofl_swing_price,fva_high,fva_low,fvg_in_high,fvg_in_low,fvg_out_high,fvg_out_low,candles_to_form_fvg_out,context_target,ofl_1_swing,ofl_2_swing,checklist_passed,conditions_met
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-04-14 03:00:00,BEARISH,1.36553,1.36644,,,9.10000,LOSS,-1.00000,2010-04-14 15:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-04-14 09:00:00,BEARISH,1.36431,1.36516,,,8.50000,LOSS,-1.00000,2010-04-14 15:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-04-14 14:00:00,BULLISH,1.36171,1.35986,,,18.50000,WIN,2.56000,2010-04-14 15:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-04-15 21:00:00,BEARISH,1.35798,1.35846,,,4.80000,WIN,13.10000,2010-04-16 06:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-04-20 04:00:00,BEARISH,1.34816,1.34887,,,7.10000,LOSS,-1.00000,2010-04-20 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-04-20 15:00:00,BULLISH,1.34431,1.34298,,,13.30000,LOSS,-1.00000,2010-04-20 17:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-04-29 13:00:00,BULLISH,1.32213,1.32066,,,14.70000,LOSS,-1.00000,2010-04-29 15:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-04-30 20:00:00,BEARISH,1.33096,1.33160,,,6.40000,WIN,14.06000,2010-05-03 01:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-05-06 02:00:00,BEARISH,1.28514,1.28539,,,2.50000,WIN,19.40000,2010-05-06 06:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-05-06 08:00:00,BEARISH,1.28103,1.28256,,,15.30000,WIN,4.86000,2010-05-06 11:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-05-07 16:00:00,BEARISH,1.27214,1.27701,,,48.70000,LOSS,-1.00000,2010-05-10 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-05-11 06:00:00,BULLISH,1.26861,1.26761,,,10.00000,LOSS,-1.00000,2010-05-11 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-05-13 04:00:00,BULLISH,1.26583,1.26366,,,21.70000,LOSS,-1.00000,2010-05-13 07:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-05-17 13:00:00,BEARISH,1.23684,1.24134,,,45.00000,LOSS,-1.00000,2010-05-18 07:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-05-20 15:00:00,BEARISH,1.23597,1.23878,,,28.10000,LOSS,-1.00000,2010-05-20 17:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-05-20 17:00:00,BEARISH,1.23732,1.23878,,,14.60000,LOSS,-1.00000,2010-05-20 18:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-05-20 23:00:00,BEARISH,1.24985,1.25408,,,42.30000,LOSS,-1.00000,2010-05-21 01:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-05-21 09:00:00,BEARISH,1.25332,1.25655,,,32.30000,LOSS,-1.00000,2010-05-21 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-05-26 08:00:00,BEARISH,1.23238,1.23433,,,19.50000,WIN,3.30000,2010-05-26 12:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-05-31 00:00:00,BULLISH,1.23033,1.22614,,,41.90000,LOSS,-1.00000,2010-06-01 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-06-01 00:00:00,BULLISH,1.22536,1.22447,,,8.90000,LOSS,-1.00000,2010-06-01 06:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-06-01 23:00:00,BEARISH,1.22468,1.22521,,,5.30000,LOSS,-1.00000,2010-06-02 01:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-06-02 07:00:00,BEARISH,1.22315,1.22489,,,17.40000,LOSS,-1.00000,2010-06-02 09:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-06-03 01:00:00,BEARISH,1.23001,1.23063,,,6.20000,LOSS,-1.00000,2010-06-03 05:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-06-03 10:00:00,BULLISH,1.22507,1.22758,,,25.10000,LOSS,-1.00000,2010-06-03 11:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-06-07 16:00:00,BEARISH,1.19544,1.19726,,,18.20000,LOSS,-1.00000,2010-06-08 03:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-06-08 18:00:00,BULLISH,1.19299,1.19174,,,12.50000,WIN,6.35000,2010-06-09 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-06-08 23:00:00,BEARISH,1.19558,1.19779,,,22.10000,LOSS,-1.00000,2010-06-09 07:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-06-09 20:00:00,BULLISH,1.19860,1.19704,,,15.60000,LOSS,-1.00000,2010-06-10 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-06-10 00:00:00,BULLISH,1.19594,1.19733,,,13.90000,LOSS,-1.00000,2010-06-10 01:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-06-11 15:00:00,BULLISH,1.20530,1.20440,,,9.00000,WIN,11.07000,2010-06-14 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-06-17 15:00:00,BULLISH,1.23396,1.23384,,,1.20000,WIN,25.00000,2010-06-17 17:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-06-18 06:00:00,BULLISH,1.23667,1.23623,,,4.40000,WIN,10.77000,2010-06-18 07:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-06-21 12:00:00,BULLISH,1.23728,1.23467,,,26.10000,LOSS,-1.00000,2010-06-21 16:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-06-21 13:00:00,BULLISH,1.23680,1.23467,,,21.30000,LOSS,-1.00000,2010-06-21 16:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-06-22 02:00:00,BULLISH,1.22868,1.22819,,,4.90000,LOSS,-1.00000,2010-06-22 09:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-06-22 14:00:00,BULLISH,1.22750,1.22609,,,14.10000,LOSS,-1.00000,2010-06-22 18:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-06-23 11:00:00,BULLISH,1.22711,1.22575,,,13.60000,LOSS,-1.00000,2010-06-23 13:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-06-23 14:00:00,BULLISH,1.22148,1.22074,,,7.40000,WIN,12.18000,2010-06-23 18:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-06-24 16:00:00,BEARISH,1.23752,1.23872,,,12.00000,WIN,9.74000,2010-06-25 09:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-06-30 09:00:00,BULLISH,1.22397,1.22036,,,36.10000,LOSS,-1.00000,2010-07-01 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-07-02 20:00:00,BEARISH,1.25616,1.25684,,,6.80000,WIN,12.09000,2010-07-06 00:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-07-06 08:00:00,BEARISH,1.25776,1.26070,,,29.40000,LOSS,-1.00000,2010-07-06 14:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-07-07 15:00:00,BULLISH,1.25923,1.25834,,,8.90000,WIN,7.80000,2010-07-07 18:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-07-08 09:00:00,BEARISH,1.26572,1.26648,,,7.60000,LOSS,-1.00000,2010-07-08 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-07-09 00:00:00,BULLISH,1.26795,1.26716,,,7.90000,WIN,3.95000,2010-07-09 06:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-07-13 00:00:00,BEARISH,1.26044,1.26125,,,8.10000,WIN,7.00000,2010-07-13 06:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-07-13 10:00:00,BEARISH,1.25839,1.25947,,,10.80000,LOSS,-1.00000,2010-07-13 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-07-15 00:00:00,BULLISH,1.27157,1.27066,,,9.10000,WIN,6.82000,2010-07-15 08:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-07-16 15:00:00,BULLISH,1.29142,1.29122,,,2.00000,LOSS,-1.00000,2010-07-19 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-07-20 09:00:00,BULLISH,1.29734,1.29635,,,9.90000,LOSS,-1.00000,2010-07-20 10:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-07-21 18:00:00,BULLISH,1.27447,1.27293,,,15.40000,WIN,5.53000,2010-07-22 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-07-22 14:00:00,BEARISH,1.28826,1.29315,,,48.90000,LOSS,-1.00000,2010-07-23 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-07-23 18:00:00,BEARISH,1.29239,1.29298,,,5.90000,LOSS,-1.00000,2010-07-26 00:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-07-27 00:00:00,BULLISH,1.29847,1.29759,,,8.80000,WIN,2.36000,2010-07-27 01:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-07-27 20:00:00,BULLISH,1.29918,1.29843,,,7.50000,LOSS,-1.00000,2010-07-27 23:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-07-30 10:00:00,BULLISH,1.29977,1.29775,,,20.20000,WIN,4.70000,2010-08-02 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-07-30 13:00:00,BULLISH,1.30048,1.29993,,,5.50000,WIN,15.98000,2010-08-02 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-08-04 14:00:00,BULLISH,1.31465,1.31294,,,17.10000,LOSS,-1.00000,2010-08-04 17:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-08-04 20:00:00,BULLISH,1.31554,1.31459,,,9.50000,LOSS,-1.00000,2010-08-05 02:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-08-12 15:00:00,BEARISH,1.28507,1.28737,,,23.00000,LOSS,-1.00000,2010-08-13 05:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-08-16 07:00:00,BEARISH,1.28202,1.28334,,,13.20000,LOSS,-1.00000,2010-08-16 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-08-16 12:00:00,BEARISH,1.28389,1.28244,,,14.50000,LOSS,-1.00000,2010-08-16 13:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-08-16 20:00:00,BEARISH,1.28214,1.28277,,,6.30000,LOSS,-1.00000,2010-08-16 23:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-08-18 06:00:00,BULLISH,1.28241,1.28193,,,4.80000,WIN,19.04000,2010-08-18 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-08-19 10:00:00,BEARISH,1.28410,1.28521,,,11.10000,LOSS,-1.00000,2010-08-19 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-08-19 14:00:00,BEARISH,1.28609,1.29023,,,41.40000,WIN,2.16000,2010-08-20 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-08-25 05:00:00,BULLISH,1.26367,1.26253,,,11.40000,WIN,7.18000,2010-08-25 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-08-25 23:00:00,BEARISH,1.26674,1.26783,,,10.90000,LOSS,-1.00000,2010-08-26 02:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-08-26 00:00:00,BULLISH,1.26689,1.26475,,,21.40000,WIN,2.55000,2010-08-26 06:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-08-26 12:00:00,BULLISH,1.26707,1.26639,,,6.80000,WIN,10.88000,2010-08-26 14:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-08-26 16:00:00,BULLISH,1.27053,1.26854,,,19.90000,LOSS,-1.00000,2010-08-27 14:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-08-31 14:00:00,BEARISH,1.27094,1.27428,,,33.40000,LOSS,-1.00000,2010-09-01 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-09-02 04:00:00,BEARISH,1.27932,1.27973,,,4.10000,LOSS,-1.00000,2010-09-02 06:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-09-08 11:00:00,BEARISH,1.27089,1.27201,,,11.20000,LOSS,-1.00000,2010-09-08 13:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-09-08 19:00:00,BULLISH,1.27099,1.27049,,,5.00000,LOSS,-1.00000,2010-09-09 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-09-09 17:00:00,BULLISH,1.26948,1.26835,,,11.30000,LOSS,-1.00000,2010-09-09 23:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-09-10 12:00:00,BULLISH,1.26950,1.26835,,,11.50000,LOSS,-1.00000,2010-09-10 20:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-09-14 00:00:00,BULLISH,1.28450,1.28418,,,3.20000,WIN,14.59000,2010-09-14 07:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-09-17 00:00:00,BULLISH,1.30682,1.30571,,,11.10000,WIN,4.21000,2010-09-17 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-09-20 13:00:00,BULLISH,1.30339,1.30313,,,2.60000,WIN,25.00000,2010-09-21 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-09-21 01:00:00,BEARISH,1.30766,1.30943,,,17.70000,LOSS,-1.00000,2010-09-21 03:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-09-21 02:00:00,BEARISH,1.30875,1.30943,,,6.80000,LOSS,-1.00000,2010-09-21 03:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-09-27 16:00:00,BEARISH,1.34815,1.34918,,,10.30000,WIN,5.66000,2010-09-28 06:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-10-01 05:00:00,BULLISH,1.36344,1.36276,,,6.80000,WIN,7.24000,2010-10-01 07:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-10-01 06:00:00,BULLISH,1.36366,1.36276,,,9.00000,WIN,5.22000,2010-10-01 07:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-10-04 09:00:00,BULLISH,1.36888,1.36629,,,25.90000,LOSS,-1.00000,2010-10-04 23:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-10-08 08:00:00,BULLISH,1.39234,1.38874,,,36.00000,LOSS,-1.00000,2010-10-08 10:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-10-08 09:00:00,BULLISH,1.39018,1.38874,,,14.40000,LOSS,-1.00000,2010-10-08 10:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-10-11 07:00:00,BULLISH,1.39326,1.39125,,,20.10000,LOSS,-1.00000,2010-10-11 14:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-10-12 08:00:00,BULLISH,1.37787,1.37727,,,6.00000,WIN,25.00000,2010-10-12 18:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-10-12 21:00:00,BEARISH,1.39223,1.39284,,,6.10000,LOSS,-1.00000,2010-10-13 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-10-15 06:00:00,BEARISH,1.40711,1.40959,,,24.80000,LOSS,-1.00000,2010-10-15 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-10-21 05:00:00,BULLISH,1.39076,1.38926,,,15.00000,WIN,4.83000,2010-10-21 08:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-10-21 14:00:00,BEARISH,1.40151,1.40375,,,22.40000,WIN,6.46000,2010-10-22 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-10-26 00:00:00,BULLISH,1.39534,1.39056,,,47.80000,LOSS,-1.00000,2010-10-26 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-10-26 02:00:00,BULLISH,1.39353,1.39338,,,1.50000,WIN,25.00000,2010-10-26 05:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-10-28 00:00:00,BEARISH,1.38010,1.38163,,,15.30000,LOSS,-1.00000,2010-10-28 03:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-10-28 10:00:00,BEARISH,1.38525,1.38622,,,9.70000,LOSS,-1.00000,2010-10-28 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-10-28 15:00:00,BEARISH,1.39372,1.39439,,,6.70000,LOSS,-1.00000,2010-10-28 23:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-11-01 13:00:00,BEARISH,1.39482,1.39517,,,3.50000,LOSS,-1.00000,2010-11-02 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-11-08 19:00:00,BULLISH,1.39192,1.39106,,,8.60000,LOSS,-1.00000,2010-11-08 21:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-11-12 10:00:00,BEARISH,1.37228,1.37450,,,22.20000,LOSS,-1.00000,2010-11-12 13:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-11-12 14:00:00,BEARISH,1.37697,1.37759,,,6.20000,WIN,25.00000,2010-11-15 10:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-11-16 07:00:00,BULLISH,1.35918,1.35730,,,18.80000,LOSS,-1.00000,2010-11-16 15:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-11-17 05:00:00,BEARISH,1.34956,1.35158,,,20.20000,LOSS,-1.00000,2010-11-17 09:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-11-18 16:00:00,BULLISH,1.36108,1.35843,,,26.50000,WIN,2.12000,2010-11-19 06:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-11-18 21:00:00,BEARISH,1.36314,1.36478,,,16.40000,LOSS,-1.00000,2010-11-18 23:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-11-19 16:00:00,BULLISH,1.36418,1.36307,,,11.10000,WIN,8.05000,2010-11-22 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-11-24 13:00:00,BEARISH,1.33778,1.33734,,,4.40000,LOSS,-1.00000,2010-11-24 14:00:00,,,LOW,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-11-24 23:00:00,BEARISH,1.33497,1.33609,,,11.20000,LOSS,-1.00000,2010-11-25 15:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-11-25 12:00:00,BEARISH,1.33359,1.33434,,,7.50000,LOSS,-1.00000,2010-11-25 14:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-11-29 03:00:00,BEARISH,1.32350,1.32446,,,9.60000,LOSS,-1.00000,2010-11-29 06:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-11-29 23:00:00,BULLISH,1.31060,1.30952,,,10.80000,LOSS,-1.00000,2010-11-30 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-12-02 08:00:00,BULLISH,1.31188,1.31128,,,6.00000,WIN,9.87000,2010-12-02 09:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-12-06 07:00:00,BEARISH,1.33578,1.33806,,,22.80000,LOSS,-1.00000,2010-12-07 09:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-12-06 11:00:00,BULLISH,1.32659,1.32500,,,15.90000,LOSS,-1.00000,2010-12-06 13:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-12-08 11:00:00,BEARISH,1.32470,1.32575,,,10.50000,LOSS,-1.00000,2010-12-08 14:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-12-09 10:00:00,BULLISH,1.32063,1.31985,,,7.80000,LOSS,-1.00000,2010-12-09 15:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | EURUSD | H1,OFL_CONTINUATION,EURUSD,H1,2010-12-10 16:00:00,BEARISH,1.32367,1.32429,,,6.20000,LOSS,-1.00000,2010-12-13 11:00:00,,,MEDIUM,,,,,,,,,,,,,
