run_label,strategy,instrument,timeframe,signal_datetime,direction,entry_price,stop_loss,tp_2r,tp_4r,risk_pips,result,rr_achieved,exit_datetime,pfvg_high,pfvg_low,ofl_probability,ofl_swing_price,fva_high,fva_low,fvg_in_high,fvg_in_low,fvg_out_high,fvg_out_low,candles_to_form_fvg_out,context_target,ofl_1_swing,ofl_2_swing,checklist_passed,conditions_met
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-01-24 12:00:00,BULLISH,1.22897,1.22628,,,26.90000,WIN,4.60000,2023-01-25 20:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-01-25 08:00:00,BULLISH,1.23207,1.22828,,,37.90000,WIN,2.45000,2023-01-25 20:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-01-30 08:00:00,BEARISH,1.23910,1.24173,,,26.30000,WIN,4.87000,2023-02-02 12:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-01-30 12:00:00,BEARISH,1.23742,1.24173,,,43.10000,WIN,2.58000,2023-02-02 12:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-02-08 12:00:00,BULLISH,1.20610,1.20543,,,6.70000,LOSS,-1.00000,2023-02-10 16:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-02-15 12:00:00,BULLISH,1.20643,1.19894,,,74.90000,LOSS,-1.00000,2023-02-16 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-03-01 08:00:00,BEARISH,1.20861,1.20884,,,2.30000,WIN,25.00000,2023-03-01 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-03-10 12:00:00,BEARISH,1.20340,1.21131,,,79.10000,LOSS,-1.00000,2023-03-13 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-03-22 16:00:00,BEARISH,1.22285,1.23346,,,106.10000,LOSS,-1.00000,2023-03-23 04:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-03-30 00:00:00,BULLISH,1.22975,1.22930,,,4.50000,WIN,10.16000,2023-03-30 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-04-06 12:00:00,BULLISH,1.24226,1.24123,,,10.30000,LOSS,-1.00000,2023-04-07 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-04-10 12:00:00,BULLISH,1.23829,1.23440,,,38.90000,WIN,3.65000,2023-04-13 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-04-12 08:00:00,BULLISH,1.24131,1.23980,,,15.10000,WIN,2.83000,2023-04-12 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-04-21 00:00:00,BEARISH,1.24362,1.24459,,,9.70000,WIN,4.54000,2023-04-21 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-05-09 12:00:00,BULLISH,1.25843,1.25777,,,6.60000,WIN,12.76000,2023-05-10 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-05-09 20:00:00,BEARISH,1.26264,1.26289,,,2.50000,LOSS,-1.00000,2023-05-10 00:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-05-11 12:00:00,BULLISH,1.25332,1.24962,,,37.00000,LOSS,-1.00000,2023-05-12 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-05-16 04:00:00,BULLISH,1.25144,1.24651,,,49.30000,LOSS,-1.00000,2023-05-17 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-05-19 12:00:00,BEARISH,1.24779,1.24835,,,5.60000,WIN,15.50000,2023-05-23 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-06-02 12:00:00,BEARISH,1.24816,1.25443,,,62.70000,LOSS,-1.00000,2023-06-08 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-06-06 16:00:00,BEARISH,1.24250,1.24308,,,5.80000,LOSS,-1.00000,2023-06-07 00:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-06-06 20:00:00,BEARISH,1.24258,1.24308,,,5.00000,LOSS,-1.00000,2023-06-07 00:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-06-19 20:00:00,BEARISH,1.28020,1.28073,,,5.30000,LOSS,-1.00000,2023-06-22 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-06-20 20:00:00,BEARISH,1.27620,1.27686,,,6.60000,LOSS,-1.00000,2023-06-21 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-06-21 16:00:00,BEARISH,1.27538,1.27852,,,31.40000,LOSS,-1.00000,2023-06-22 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-06-27 08:00:00,BULLISH,1.27138,1.27117,,,2.10000,LOSS,-1.00000,2023-06-28 08:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-06-27 12:00:00,BEARISH,1.27408,1.27592,,,18.40000,WIN,2.89000,2023-06-28 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-06-30 12:00:00,BEARISH,1.27163,1.27273,,,11.00000,LOSS,-1.00000,2023-07-04 12:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-07-18 16:00:00,BULLISH,1.30298,1.30278,,,2.00000,LOSS,-1.00000,2023-07-19 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-07-19 00:00:00,BULLISH,1.30186,1.30278,,,9.20000,LOSS,-1.00000,2023-07-19 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-07-19 04:00:00,BULLISH,1.29315,1.30278,,,96.30000,LOSS,-1.00000,2023-07-19 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-07-19 12:00:00,BULLISH,1.29163,1.28674,,,48.90000,LOSS,-1.00000,2023-07-20 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-07-20 12:00:00,BULLISH,1.28660,1.28395,,,26.50000,LOSS,-1.00000,2023-07-21 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-07-21 12:00:00,BULLISH,1.28239,1.28156,,,8.30000,LOSS,-1.00000,2023-07-24 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-08-08 16:00:00,BEARISH,1.27379,1.27513,,,13.40000,LOSS,-1.00000,2023-08-09 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-09-08 08:00:00,BULLISH,1.24754,1.24667,,,8.70000,LOSS,-1.00000,2023-09-08 16:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-09-12 12:00:00,BULLISH,1.24652,1.24592,,,6.00000,LOSS,-1.00000,2023-09-13 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-10-16 12:00:00,BULLISH,1.21840,1.21423,,,41.70000,LOSS,-1.00000,2023-10-17 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-10-17 12:00:00,BULLISH,1.21806,1.21326,,,48.00000,LOSS,-1.00000,2023-10-19 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-10-30 08:00:00,BULLISH,1.20959,1.20899,,,6.00000,WIN,25.00000,2023-11-03 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-11-09 00:00:00,BULLISH,1.22760,1.22741,,,1.90000,LOSS,-1.00000,2023-11-09 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-11-13 20:00:00,BEARISH,1.22776,1.22804,,,2.80000,LOSS,-1.00000,2023-11-14 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-11-17 04:00:00,BULLISH,1.23757,1.23736,,,2.10000,WIN,25.00000,2023-11-17 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-11-30 12:00:00,BULLISH,1.26398,1.26030,,,36.80000,LOSS,-1.00000,2023-12-05 12:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-12-07 04:00:00,BULLISH,1.25452,1.25440,,,1.20000,WIN,25.00000,2023-12-07 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2023-12-19 16:00:00,BEARISH,1.27398,1.27615,,,21.70000,WIN,5.13000,2023-12-20 20:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-01-17 08:00:00,BEARISH,1.26779,1.26958,,,17.90000,LOSS,-1.00000,2024-01-18 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-01-17 12:00:00,BULLISH,1.26433,1.26383,,,5.00000,WIN,25.00000,2024-01-24 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-01-23 04:00:00,BEARISH,1.27258,1.27467,,,20.90000,LOSS,-1.00000,2024-01-24 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-01-25 08:00:00,BEARISH,1.27229,1.27424,,,19.50000,LOSS,-1.00000,2024-01-26 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-01-26 16:00:00,BULLISH,1.27112,1.26984,,,12.80000,LOSS,-1.00000,2024-01-29 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-01-30 00:00:00,BEARISH,1.27196,1.27207,,,1.10000,WIN,25.00000,2024-01-30 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-02-06 08:00:00,BULLISH,1.25391,1.25359,,,3.20000,WIN,25.00000,2024-02-07 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-02-08 16:00:00,BEARISH,1.26238,1.26292,,,5.40000,LOSS,-1.00000,2024-02-09 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-02-12 16:00:00,BEARISH,1.26267,1.26401,,,13.40000,LOSS,-1.00000,2024-02-13 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-02-22 08:00:00,BEARISH,1.26890,1.27093,,,20.30000,LOSS,-1.00000,2024-03-05 12:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-03-04 04:00:00,BEARISH,1.26776,1.26636,,,14.00000,LOSS,-1.00000,2024-03-04 08:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-03-06 16:00:00,BEARISH,1.27407,1.27613,,,20.60000,LOSS,-1.00000,2024-03-07 08:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-03-14 12:00:00,BULLISH,1.27436,1.27303,,,13.30000,LOSS,-1.00000,2024-03-15 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-03-19 04:00:00,BULLISH,1.27043,1.27176,,,13.30000,LOSS,-1.00000,2024-03-19 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-03-19 16:00:00,BEARISH,1.27133,1.27326,,,19.30000,LOSS,-1.00000,2024-03-20 16:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-03-20 12:00:00,BULLISH,1.27016,1.26841,,,17.50000,WIN,3.25000,2024-03-20 16:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-03-28 12:00:00,BEARISH,1.26396,1.26544,,,14.80000,WIN,3.66000,2024-04-01 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-04-15 16:00:00,BULLISH,1.24645,1.24355,,,29.00000,LOSS,-1.00000,2024-04-16 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-04-17 16:00:00,BULLISH,1.24396,1.24240,,,15.60000,LOSS,-1.00000,2024-04-19 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-04-18 04:00:00,BEARISH,1.24746,1.24843,,,9.70000,WIN,7.12000,2024-04-19 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-04-24 16:00:00,BEARISH,1.24489,1.24697,,,20.80000,LOSS,-1.00000,2024-04-25 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-05-01 20:00:00,BEARISH,1.25268,1.25499,,,23.10000,LOSS,-1.00000,2024-05-03 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-05-02 12:00:00,BULLISH,1.25002,1.24717,,,28.50000,WIN,2.42000,2024-05-03 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-05-13 12:00:00,BEARISH,1.25509,1.25683,,,17.40000,LOSS,-1.00000,2024-05-14 12:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-05-30 04:00:00,BULLISH,1.27050,1.26806,,,24.40000,WIN,3.91000,2024-06-03 16:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-06-06 16:00:00,BEARISH,1.27930,1.27954,,,2.40000,LOSS,-1.00000,2024-06-07 04:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-06-13 16:00:00,BULLISH,1.27526,1.27380,,,14.60000,LOSS,-1.00000,2024-06-14 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-07-01 04:00:00,BEARISH,1.26668,1.26892,,,22.40000,LOSS,-1.00000,2024-07-01 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-07-01 08:00:00,BEARISH,1.26790,1.26892,,,10.20000,LOSS,-1.00000,2024-07-01 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-07-01 16:00:00,BULLISH,1.26457,1.26328,,,12.90000,LOSS,-1.00000,2024-07-02 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-07-22 08:00:00,BEARISH,1.29339,1.29419,,,8.00000,WIN,4.16000,2024-07-23 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-07-29 16:00:00,BEARISH,1.28625,1.28676,,,5.10000,WIN,11.00000,2024-08-01 04:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-08-29 04:00:00,BEARISH,1.32062,1.32267,,,20.50000,LOSS,-1.00000,2024-09-06 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-08-30 04:00:00,BULLISH,1.31939,1.31599,,,34.00000,LOSS,-1.00000,2024-08-30 12:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-09-03 16:00:00,BULLISH,1.30975,1.30873,,,10.20000,WIN,10.01000,2024-09-06 12:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-09-11 12:00:00,BULLISH,1.30038,1.30016,,,2.20000,WIN,25.00000,2024-09-12 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-09-13 20:00:00,BULLISH,1.31194,1.31144,,,5.00000,WIN,23.78000,2024-09-18 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-09-30 12:00:00,BEARISH,1.33796,1.34227,,,43.10000,WIN,3.05000,2024-10-01 16:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-10-22 20:00:00,BULLISH,1.29851,1.29443,,,40.80000,LOSS,-1.00000,2024-10-23 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-10-30 16:00:00,BULLISH,1.29717,1.29366,,,35.10000,LOSS,-1.00000,2024-10-31 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-11-01 12:00:00,BEARISH,1.29666,1.29801,,,13.50000,LOSS,-1.00000,2024-11-04 00:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-11-04 00:00:00,BEARISH,1.29781,1.29985,,,20.40000,LOSS,-1.00000,2024-11-05 12:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-11-04 04:00:00,BEARISH,1.29761,1.29985,,,22.40000,LOSS,-1.00000,2024-11-05 12:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-11-05 20:00:00,BEARISH,1.30418,1.30475,,,5.70000,WIN,18.93000,2024-11-06 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-11-08 16:00:00,BULLISH,1.28980,1.28831,,,14.90000,LOSS,-1.00000,2024-11-11 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-11-19 08:00:00,BULLISH,1.26362,1.26128,,,23.40000,LOSS,-1.00000,2024-11-21 16:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-11-25 12:00:00,BEARISH,1.25872,1.26131,,,25.90000,LOSS,-1.00000,2024-11-26 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-12-10 00:00:00,BULLISH,1.27480,1.27350,,,13.00000,LOSS,-1.00000,2024-12-10 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-12-18 16:00:00,BULLISH,1.26714,1.26794,,,8.00000,LOSS,-1.00000,2024-12-18 20:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-12-23 16:00:00,BULLISH,1.25202,1.25094,,,10.80000,LOSS,-1.00000,2024-12-26 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-12-24 12:00:00,BEARISH,1.25552,1.25745,,,19.30000,LOSS,-1.00000,2024-12-27 12:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2024-12-30 12:00:00,BULLISH,1.25320,1.25057,,,26.30000,LOSS,-1.00000,2024-12-31 16:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2025-01-13 20:00:00,BEARISH,1.22018,1.22498,,,48.00000,LOSS,-1.00000,2025-01-15 12:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2025-01-20 08:00:00,BULLISH,1.21745,1.21651,,,9.40000,WIN,9.09000,2025-01-20 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2025-01-21 20:00:00,BEARISH,1.23510,1.23598,,,8.80000,LOSS,-1.00000,2025-01-22 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2025-01-27 12:00:00,BEARISH,1.24753,1.25229,,,47.60000,WIN,3.83000,2025-02-03 00:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2025-01-30 00:00:00,BEARISH,1.24456,1.24595,,,13.90000,LOSS,-1.00000,2025-01-30 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2025-02-13 04:00:00,BEARISH,1.25029,1.25170,,,14.10000,LOSS,-1.00000,2025-02-13 12:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2025-02-26 04:00:00,BULLISH,1.26387,1.26350,,,3.70000,WIN,10.51000,2025-02-26 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2025-02-26 08:00:00,BULLISH,1.26432,1.26350,,,8.20000,WIN,4.20000,2025-02-26 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2025-02-27 04:00:00,BULLISH,1.26642,1.26499,,,14.30000,LOSS,-1.00000,2025-02-27 12:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2025-03-14 12:00:00,BULLISH,1.29174,1.29106,,,6.80000,WIN,10.49000,2025-03-17 12:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2025-03-24 08:00:00,BEARISH,1.29553,1.29740,,,18.70000,WIN,3.64000,2025-03-26 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2025-03-28 04:00:00,BEARISH,1.29392,1.29680,,,28.80000,LOSS,-1.00000,2025-03-31 00:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2025-04-08 08:00:00,BULLISH,1.27379,1.27241,,,13.80000,WIN,25.00000,2025-04-11 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2025-05-02 12:00:00,BULLISH,1.32860,1.32605,,,25.50000,LOSS,-1.00000,2025-05-02 20:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2025-05-08 00:00:00,BEARISH,1.33382,1.33559,,,17.70000,WIN,4.42000,2025-05-08 08:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2025-05-14 12:00:00,BEARISH,1.33018,1.33600,,,58.20000,LOSS,-1.00000,2025-05-19 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2025-05-16 04:00:00,BEARISH,1.33261,1.33323,,,6.20000,LOSS,-1.00000,2025-05-19 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2025-05-19 08:00:00,BEARISH,1.33805,1.34035,,,23.00000,LOSS,-1.00000,2025-05-21 00:00:00,,,LOW,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2025-05-22 08:00:00,BULLISH,1.33977,1.33905,,,7.20000,WIN,9.86000,2025-05-23 04:00:00,,,MEDIUM,,,,,,,,,,,,,
S1 | GBPUSD | H4,OFL_CONTINUATION,GBPUSD,H4,2025-06-20 04:00:00,BULLISH,1.34699,1.34621,,,7.80000,LOSS,-1.00000,2025-06-20 12:00:00,,,MEDIUM,,,,,,,,,,,,,
