datetime,index,direction,entry,sl,erl,risk_pips,rr_to_erl,rr_achieved,win,ofl_probability,it_high,it_low,equilibrium,fvg_high,fvg_low
2022-04-18 19:00:00,112,1,1.07807,1.07678,1.08145,12.900000000000134,2.620155038759615,-1.0,0,2,1.07862,1.07824,1.07843,1.07825,1.07807
2022-04-18 21:15:00,121,0,1.07813,1.07861,1.07698,4.8000000000003595,2.395833333333121,-1.0,0,2,1.07837,1.07751,1.07794,1.07813,1.07809
2022-04-18 21:15:00,121,0,1.07813,1.07857,1.07698,4.3999999999999595,2.613636363636352,-1.0,0,2,1.07837,1.07751,1.07794,1.07813,1.07809
2022-04-19 11:45:00,179,0,1.0795,1.08083,1.0761,13.300000000000534,2.556390977443392,-1.0,0,2,1.07942,1.07846,1.07894,1.0795,1.07946
2022-04-19 17:45:00,203,1,1.07917,1.07816,1.08145,10.099999999999554,2.257425742574416,2.257425742574416,1,2,1.0796,1.07836,1.07898,1.07936,1.07917
2022-04-19 19:15:00,209,1,1.0788,1.07802,1.08145,7.800000000000029,3.3974358974359378,3.3974358974359378,1,2,1.07927,1.07822,1.078745,1.07898,1.0788
2022-04-20 03:15:00,241,0,1.08162,1.08234,1.07818,7.200000000000539,4.7777777777775725,-1.0,0,2,1.08094,1.07838,1.07966,1.08162,1.08159
2022-04-20 03:15:00,241,0,1.08162,1.08236,1.07818,7.399999999999629,4.64864864864903,-1.0,0,2,1.08094,1.07838,1.07966,1.08162,1.08159
2022-04-20 14:00:00,284,0,1.08547,1.0867499999999999,1.07818,12.799999999999478,5.695312500000247,-1.0,0,2,1.08435,1.08297,1.08366,1.08547,1.08478
2022-04-20 18:00:00,300,0,1.08539,1.08628,1.07818,8.899999999998354,8.101123595507298,-1.0,0,2,1.08598,1.08397,1.084975,1.08539,1.0848
2022-04-20 18:00:00,300,0,1.08539,1.08618,1.07818,7.899999999998464,9.126582278482992,-1.0,0,2,1.08598,1.08397,1.084975,1.08539,1.0848
2022-04-20 19:15:00,305,0,1.08496,1.08593,1.07818,9.700000000001374,6.989690721648503,-1.0,0,2,1.08573,1.08401,1.08487,1.08496,1.08457
