signal_datetime,direction,entry_price,stop_loss,tp_target,tp_fixed_2r,result,rr_achieved,exit_datetime,exit_price,candles_held,risk_pips,ofl_probability
2010-04-23 16:00:00,BEARISH,1.33817,1.33996,1.32014,1.33459,LOSS,-1.0,2010-04-26 20:00:00,1.33996,7,17.9,MEDIUM
2010-05-10 04:00:00,BEARISH,1.29923,1.27702,1.25187,1.25481,LOSS,-1.0,2010-05-10 08:00:00,1.27702,1,222.1,MEDIUM
2010-05-10 08:00:00,BEARISH,1.30173,1.30919,1.25187,1.28681,WIN,6.68,2010-05-13 20:00:00,1.25187,21,74.6,MEDIUM
2010-05-20 04:00:00,BEARISH,1.23461,1.24374,1.21429,1.21635,LOSS,-1.0,2010-05-20 16:00:00,1.24374,3,91.3,MEDIUM
2010-05-21 04:00:00,BEARISH,1.26303,1.26705,1.22951,1.25499,WIN,8.34,2010-05-25 00:00:00,1.22951,11,40.2,MEDIUM
2010-05-26 04:00:00,BULLISH,1.22882,1.22593,1.26704,1.2346,LOSS,-1.0,2010-05-26 12:00:00,1.22593,2,28.9,MEDIUM
2010-05-28 00:00:00,BULLISH,1.23123,1.22783,1.26704,1.23803,LOSS,-1.0,2010-05-28 16:00:00,1.22783,4,34.0,LOW
2010-06-02 08:00:00,BEARISH,1.22447,1.22719,1.2108,1.21903,LOSS,-1.0,2010-06-03 00:00:00,1.22719,4,27.2,MEDIUM
2010-06-08 08:00:00,BULLISH,1.19299,1.18988,1.23263,1.19921,WIN,12.75,2010-06-15 12:00:00,1.23263,31,31.1,MEDIUM
2010-06-10 00:00:00,BULLISH,1.19792,1.19542,1.23263,1.20292,WIN,13.88,2010-06-15 12:00:00,1.23263,21,25.0,MEDIUM
2010-06-14 12:00:00,BEARISH,1.22758,1.22998,1.2044,1.22278,LOSS,-1.0,2010-06-15 12:00:00,1.22998,6,24.0,MEDIUM
2010-06-28 16:00:00,BULLISH,1.23007,1.2263,1.23974,1.23761,LOSS,-1.0,2010-06-29 00:00:00,1.2263,2,37.7,MEDIUM
2010-08-06 08:00:00,BULLISH,1.31802,1.31542,1.32348,1.32322,WIN,2.1,2010-08-06 12:00:00,1.32348,1,26.0,LOW
2010-08-30 12:00:00,BULLISH,1.26783,1.26749,1.27633,1.26851,LOSS,-1.0,2010-08-30 16:00:00,1.26749,1,3.4,MEDIUM
2010-08-31 16:00:00,BULLISH,1.26663,1.26586,1.27785,1.26817,WIN,14.57,2010-09-01 08:00:00,1.27785,4,7.7,MEDIUM
2010-09-08 12:00:00,BEARISH,1.27326,1.27629,1.26577,1.2672,LOSS,-1.0,2010-09-09 12:00:00,1.27629,6,30.3,MEDIUM
2010-09-20 04:00:00,BEARISH,1.30945,1.31204,1.30181,1.30427,LOSS,-1.0,2010-09-21 08:00:00,1.31204,7,25.9,MEDIUM
2010-09-20 12:00:00,BULLISH,1.30494,1.30312,1.31587,1.30858,WIN,6.01,2010-09-21 16:00:00,1.31587,7,18.2,LOW
2010-10-04 20:00:00,BULLISH,1.36888,1.36628,1.37923,1.37408,LOSS,-1.0,2010-10-05 00:00:00,1.36628,1,26.0,MEDIUM
2010-10-05 00:00:00,BULLISH,1.36647,1.36342,1.37923,1.37257,WIN,4.18,2010-10-05 08:00:00,1.37923,2,30.5,MEDIUM
2010-10-08 04:00:00,BULLISH,1.3931,1.39009,1.40274,1.39912,LOSS,-1.0,2010-10-08 08:00:00,1.39009,1,30.1,MEDIUM
2010-10-08 08:00:00,BULLISH,1.38797,1.39009,1.40274,1.39221,LOSS,-1.0,2010-10-08 12:00:00,1.39009,1,21.2,MEDIUM
2010-10-11 12:00:00,BULLISH,1.39326,1.39124,1.39982,1.3973,LOSS,-1.0,2010-10-11 16:00:00,1.39124,1,20.2,MEDIUM
2010-10-12 08:00:00,BULLISH,1.37937,1.37726,1.39982,1.38359,WIN,9.69,2010-10-13 08:00:00,1.39982,6,21.1,MEDIUM
2010-10-12 16:00:00,BEARISH,1.39146,1.39332,1.37727,1.38774,LOSS,-1.0,2010-10-13 00:00:00,1.39332,2,18.6,MEDIUM
2010-10-20 12:00:00,BEARISH,1.39651,1.39905,1.36961,1.39143,LOSS,-1.0,2010-10-21 08:00:00,1.39905,5,25.4,MEDIUM
2010-10-28 12:00:00,BEARISH,1.39095,1.3944,1.37324,1.38405,LOSS,-1.0,2010-10-28 20:00:00,1.3944,2,34.5,MEDIUM
2010-10-28 16:00:00,BEARISH,1.39361,1.3944,1.37386,1.39203,LOSS,-1.0,2010-10-28 20:00:00,1.3944,1,7.9,MEDIUM
2010-10-29 12:00:00,BEARISH,1.38869,1.3932,1.37324,1.37967,LOSS,-1.0,2010-10-29 20:00:00,1.3932,2,45.1,MEDIUM
2010-11-19 16:00:00,BULLISH,1.36599,1.36306,1.42817,1.37185,LOSS,-1.0,2010-11-22 12:00:00,1.36306,5,29.3,MEDIUM
2010-11-24 12:00:00,BEARISH,1.33986,1.3421,1.32839,1.33538,WIN,5.12,2010-11-26 04:00:00,1.32839,10,22.4,MEDIUM
2010-12-06 16:00:00,BEARISH,1.3331,1.33325,1.32935,1.3328,WIN,25.0,2010-12-06 20:00:00,1.32935,1,1.5,MEDIUM
2010-12-30 12:00:00,BEARISH,1.32781,1.33138,1.30827,1.32067,LOSS,-1.0,2010-12-31 00:00:00,1.33138,3,35.7,MEDIUM
2010-12-31 04:00:00,BEARISH,1.33712,1.33138,1.30827,1.32564,LOSS,-1.0,2010-12-31 08:00:00,1.33138,1,57.4,MEDIUM
