datetime,hour_of_day,day_of_week,month,quarter,london_session,ny_session,asian_session,direction,ofl_probability,risk_pips,rr_to_erl,rr_to_erl_capped,range_size_pips,position_in_range,distance_from_eq_pips,erl_distance_pips,fvg_size_pips,avg_candle_body_pips,avg_range_pips,directional_momentum,volatility_ratio,dist_to_equilibrium,is_in_discount,win,rr_achieved,momentum_class
2024-11-21 13:00:00,13,3,11,4,1,0,0,1,2,11202.000000002954,10.935547223707168,10.0,28399.999999996908,-1.1443661971832233,46700.00000000073,122500.0,399.9999999996362,13286.999999999352,19279.999999999745,2,2.1500775524335447,46700.00000000073,1,1,10.0,2
2024-11-21 13:00:00,13,3,11,4,1,0,0,1,2,12301.99999999968,9.957730450333539,9.957730450333539,28399.999999996908,-1.1443661971832233,46700.00000000073,122500.0,399.9999999996362,13286.999999999352,19279.999999999745,2,2.1500775524335447,46700.00000000073,1,1,9.957730450333539,2
2024-11-21 14:15:00,14,3,11,4,1,0,0,0,2,15902.000000000953,6.665828197710524,6.665828197710524,49200.00000000073,1.8152439024390057,64710.00000000004,105999.9999999991,26309.99999999858,10518.999999999778,21728.000000000065,4,1.2214648428004395,64710.00000000004,0,0,-1.0,0
2024-11-21 15:15:00,15,3,11,4,0,1,0,0,2,33301.99999999877,2.348207314876119,2.348207314876119,32600.000000002183,1.180981595092057,22200.000000002547,78200.00000000163,3300.00000000382,15069.999999999709,33292.00000000037,-2,1.427033339972306,22200.000000002547,0,0,-1.0,0
2024-11-21 15:15:00,15,3,11,4,0,1,0,0,2,27501.999999999498,2.8434295687587468,2.8434295687587468,32600.000000002183,1.180981595092057,22200.000000002547,78200.00000000163,3300.00000000382,15069.999999999709,33292.00000000037,-2,1.427033339972306,22200.000000002547,0,0,-1.0,0
2024-11-22 03:25:00,3,4,11,4,0,0,1,1,2,12601.999999997133,11.577527376609277,10.0,52899.999999999636,0.23818525519844466,13850.000000002183,145899.99999999691,14400.000000000546,8160.000000000764,17333.000000000084,4,2.2626070407698853,13850.000000002183,1,0,-1.0,0
2024-11-22 03:25:00,3,4,11,4,0,0,1,1,2,29202.000000000226,5.564687350181451,5.564687350181451,52899.999999999636,0.5519848771266717,2750.0000000009095,162500.0,2699.999999999818,8160.000000000764,17333.000000000084,4,2.2626070407698853,2750.0000000009095,0,0,-1.0,0
2024-11-22 04:40:00,4,4,11,4,0,0,1,0,2,13902.000000002772,12.70320817148348,10.0,25799.999999999272,1.0620155038759143,14499.999999998181,176599.99999999854,2100.000000000364,5400.99999999984,14921.000000000276,-2,0.6477816050256513,14499.999999998181,0,0,-1.0,0
2024-11-22 04:45:00,4,4,11,4,0,0,1,0,2,10102.00000000168,20.5206889724773,10.0,25799.999999999272,2.2519379844961662,45199.99999999982,207300.00000000017,22599.999999997635,4340.99999999944,13251.000000000204,-2,3.3966456799429414,45199.99999999982,0,0,-1.0,0
2024-11-22 04:45:00,4,4,11,4,0,0,1,0,2,17301.99999999968,11.981273841174662,10.0,25799.999999999272,2.2519379844961662,45199.99999999982,207300.00000000017,22599.999999997635,4340.99999999944,13251.000000000204,-2,3.3966456799429414,45199.99999999982,0,0,-1.0,0
2024-11-22 06:00:00,6,4,11,4,0,0,1,0,2,13101.999999998952,14.890856357809326,10.0,58099.999999999454,0.7728055077453148,15850.000000000364,195100.00000000218,2100.000000000364,11610.000000000127,20019.99999999998,-2,1.1526195899247866,15850.000000000364,0,0,-1.0,0
2024-11-22 06:00:00,6,4,11,4,0,0,1,0,2,13201.999999996588,14.778063929711605,10.0,58099.999999999454,0.7728055077453148,15850.000000000364,195100.00000000218,2100.000000000364,11610.000000000127,20019.99999999998,-2,1.1526195899247866,15850.000000000364,0,0,-1.0,0
2024-11-22 14:00:00,14,4,11,4,1,0,0,1,2,16402.000000002772,11.041336422385449,10.0,57629.9999999992,0.47371160853722993,1514.999999999418,181099.99999999674,6630.000000000109,14958.999999998468,34588.99999999994,-2,0.8302521008123549,1514.999999999418,1,0,-1.0,0
2024-11-22 14:00:00,14,4,11,4,1,0,0,1,2,27301.99999999968,6.633213683979154,6.633213683979154,57629.9999999992,0.47371160853722993,1514.999999999418,181099.99999999674,6630.000000000109,14958.999999998468,34588.99999999994,-2,0.8302521008123549,1514.999999999418,1,0,-1.0,0
2024-11-22 14:25:00,14,4,11,4,1,0,0,1,2,31131.999999997788,6.8215983553904636,6.8215983553904636,32829.99999999902,-0.12092598233335398,20385.000000005675,212370.00000000081,9970.000000002983,11181.99999999888,29479.00000000027,-4,1.2975855901476423,20385.000000005675,1,0,-1.0,0
2024-11-22 16:20:00,16,4,11,4,0,1,0,1,2,27401.999999997315,2.317349098606135,2.317349098606135,56030.000000000655,0.5247189005889737,1385.0000000002183,63499.99999999909,900.0000000014552,18043.000000001484,28862.99999999983,4,1.3186521182694506,1385.0000000002183,0,1,2.317349098606135,1
2024-11-22 16:20:00,16,4,11,4,0,1,0,1,2,29402.000000000044,2.1597170260526153,2.1597170260526153,56030.000000000655,0.5247189005889737,1385.0000000002183,63499.99999999909,900.0000000014552,18043.000000001484,28862.99999999983,4,1.3186521182694506,1385.0000000002183,0,1,2.1597170260526153,1
