signal_datetime,direction,entry_price,stop_loss,tp_target,tp_fixed_2r,result,rr_achieved,exit_datetime,exit_price,candles_held,risk_pips,ofl_probability
2022-04-19 04:00:00,BEARISH,1.07761,1.07717,1.0761,1.07673,LOSS,-1.0,2022-04-19 04:15:00,1.07717,1,4.4,MEDIUM
2022-04-19 10:45:00,BULLISH,1.0793,1.07845,1.08145,1.081,LOSS,-1.0,2022-04-19 15:00:00,1.07845,17,8.5,LOW
2022-04-19 17:45:00,BULLISH,1.07917,1.07835,1.08082,1.08081,LOSS,-1.0,2022-04-19 18:15:00,1.07835,2,8.2,MEDIUM
2022-04-20 14:15:00,BEARISH,1.08547,1.08642,1.08205,1.08357,LOSS,-1.0,2022-04-20 14:45:00,1.08642,2,9.5,LOW
2022-04-20 16:45:00,BULLISH,1.08417,1.08407,1.08661,1.08437,LOSS,-1.0,2022-04-20 17:15:00,1.08407,2,1.0,MEDIUM
2022-04-20 19:45:00,BEARISH,1.08496,1.08511,1.08397,1.08466,LOSS,-1.0,2022-04-20 20:00:00,1.08511,1,1.5,MEDIUM
2022-04-21 04:45:00,BULLISH,1.08312,1.08288,1.08544,1.0836,WIN,9.67,2022-04-21 06:00:00,1.08544,5,2.4,MEDIUM
2022-04-21 10:15:00,BEARISH,1.09146,1.09217,1.08234,1.09004,WIN,12.85,2022-04-22 07:00:00,1.08234,83,7.1,MEDIUM
2022-04-22 02:45:00,BEARISH,1.08421,1.08446,1.08318,1.08371,WIN,4.12,2022-04-22 03:00:00,1.08318,1,2.5,MEDIUM
2022-04-22 09:45:00,BULLISH,1.08016,1.07972,1.08515,1.08104,LOSS,-1.0,2022-04-22 14:30:00,1.07972,19,4.4,MEDIUM
2022-04-22 13:00:00,BEARISH,1.08394,1.08449,1.07902,1.08284,WIN,8.95,2022-04-22 14:30:00,1.07902,6,5.5,MEDIUM
2022-04-25 01:30:00,BULLISH,1.0792,1.07961,1.08119,1.08002,LOSS,-1.0,2022-04-25 01:45:00,1.07961,1,4.1,MEDIUM
2022-04-25 10:45:00,BULLISH,1.07268,1.07196,1.07542,1.07412,WIN,3.81,2022-04-25 12:00:00,1.07542,5,7.2,LOW
2022-04-25 11:15:00,BEARISH,1.07345,1.07478,1.07067,1.07079,LOSS,-1.0,2022-04-25 11:45:00,1.07478,2,13.3,MEDIUM
2022-04-25 19:00:00,BULLISH,1.0709,1.07046,1.07189,1.07178,WIN,2.25,2022-04-26 00:15:00,1.07189,21,4.4,MEDIUM
2022-04-25 19:45:00,BEARISH,1.07141,1.07183,1.07047,1.07057,LOSS,-1.0,2022-04-26 00:15:00,1.07183,18,4.2,MEDIUM
2022-04-26 00:00:00,BEARISH,1.07159,1.07148,1.07047,1.07137,LOSS,-1.0,2022-04-26 00:15:00,1.07148,1,1.1,MEDIUM
2022-04-26 01:00:00,BEARISH,1.07323,1.07337,1.07047,1.07295,LOSS,-1.0,2022-04-26 03:00:00,1.07337,8,1.4,MEDIUM
2022-04-26 05:30:00,BEARISH,1.0729,1.07335,1.07047,1.072,LOSS,-1.0,2022-04-26 06:00:00,1.07335,2,4.5,MEDIUM
2022-04-26 10:45:00,BEARISH,1.06906,1.06972,1.06725,1.06774,WIN,2.74,2022-04-26 11:45:00,1.06725,4,6.6,LOW
2022-04-28 07:45:00,BEARISH,1.05493,1.05648,1.04808,1.05183,WIN,4.42,2022-04-28 12:15:00,1.04808,18,15.5,MEDIUM
2022-04-28 08:00:00,BEARISH,1.05526,1.05648,1.04808,1.05282,WIN,5.89,2022-04-28 12:15:00,1.04808,17,12.2,MEDIUM
2022-04-28 19:00:00,BEARISH,1.05065,1.05107,1.04934,1.04981,WIN,3.12,2022-04-28 22:45:00,1.04934,15,4.2,MEDIUM
2022-04-29 15:45:00,BEARISH,1.05397,1.05462,1.05184,1.05267,LOSS,-1.0,2022-04-29 16:15:00,1.05462,2,6.5,MEDIUM
2022-05-02 09:30:00,BULLISH,1.05256,1.05186,1.05682,1.05396,LOSS,-1.0,2022-05-02 11:00:00,1.05186,6,7.0,MEDIUM
2022-05-02 09:45:00,BULLISH,1.0523,1.05186,1.05682,1.05318,LOSS,-1.0,2022-05-02 11:00:00,1.05186,5,4.4,MEDIUM
2022-05-02 15:00:00,BULLISH,1.05152,1.05039,1.05415,1.05378,LOSS,-1.0,2022-05-02 16:45:00,1.05039,7,11.3,MEDIUM
2022-05-03 03:15:00,BEARISH,1.05147,1.05174,1.05058,1.05093,LOSS,-1.0,2022-05-03 03:45:00,1.05174,2,2.7,MEDIUM
2022-05-03 18:30:00,BULLISH,1.05183,1.05124,1.05404,1.05301,LOSS,-1.0,2022-05-04 05:15:00,1.05124,43,5.9,MEDIUM
2022-05-03 23:00:00,BEARISH,1.05229,1.05261,1.05125,1.05165,LOSS,-1.0,2022-05-04 00:00:00,1.05261,4,3.2,MEDIUM
2022-05-04 00:15:00,BULLISH,1.0522,1.05199,1.05342,1.05262,LOSS,-1.0,2022-05-04 01:00:00,1.05199,3,2.1,MEDIUM
2022-05-04 09:00:00,BULLISH,1.05157,1.05145,1.05344,1.05181,WIN,15.58,2022-05-04 11:15:00,1.05344,9,1.2,MEDIUM
2022-05-04 14:15:00,BEARISH,1.05373,1.05407,1.05245,1.05305,LOSS,-1.0,2022-05-04 14:45:00,1.05407,2,3.4,MEDIUM
2022-05-04 14:45:00,BEARISH,1.05502,1.05407,1.05245,1.05312,LOSS,-1.0,2022-05-04 15:00:00,1.05407,1,9.5,MEDIUM
2022-05-04 23:30:00,BULLISH,1.06127,1.06036,1.06309,1.06309,WIN,2.0,2022-05-05 01:15:00,1.06309,7,9.1,MEDIUM
2022-05-05 02:15:00,BULLISH,1.06177,1.06139,1.06417,1.06253,LOSS,-1.0,2022-05-05 04:00:00,1.06139,7,3.8,LOW
2022-05-05 04:15:00,BULLISH,1.0613,1.06094,1.06302,1.06202,LOSS,-1.0,2022-05-05 05:00:00,1.06094,3,3.6,MEDIUM
2022-05-05 05:00:00,BULLISH,1.06068,1.06058,1.06302,1.06088,LOSS,-1.0,2022-05-05 06:00:00,1.06058,4,1.0,MEDIUM
2022-05-05 11:15:00,BULLISH,1.05576,1.0553,1.06077,1.05668,LOSS,-1.0,2022-05-05 11:45:00,1.0553,2,4.6,MEDIUM
2022-05-05 11:45:00,BULLISH,1.05507,1.05454,1.06077,1.05613,LOSS,-1.0,2022-05-05 13:45:00,1.05454,8,5.3,MEDIUM
2022-05-05 22:45:00,BEARISH,1.05452,1.05501,1.04925,1.05354,LOSS,-1.0,2022-05-06 00:15:00,1.05501,6,4.9,MEDIUM
2022-05-06 00:15:00,BEARISH,1.0544,1.05507,1.04925,1.05306,WIN,7.69,2022-05-06 06:45:00,1.04925,26,6.7,MEDIUM
2022-05-06 01:15:00,BEARISH,1.05292,1.05465,1.04925,1.04946,WIN,2.12,2022-05-06 06:45:00,1.04925,22,17.3,MEDIUM
2022-05-06 04:45:00,BEARISH,1.05325,1.05345,1.05156,1.05285,WIN,8.45,2022-05-06 06:00:00,1.05156,5,2.0,MEDIUM
2022-05-06 07:45:00,BEARISH,1.05087,1.0512,1.04826,1.05021,LOSS,-1.0,2022-05-06 08:00:00,1.0512,1,3.3,MEDIUM
2022-05-06 12:30:00,BEARISH,1.05755,1.05968,1.04826,1.05329,WIN,4.36,2022-05-12 07:00:00,1.04826,350,21.3,MEDIUM
2022-05-09 03:15:00,BULLISH,1.05066,1.05048,1.05516,1.05102,LOSS,-1.0,2022-05-09 03:45:00,1.05048,2,1.8,MEDIUM
2022-05-09 04:30:00,BEARISH,1.05149,1.05164,1.05027,1.05119,WIN,8.13,2022-05-09 06:45:00,1.05027,9,1.5,MEDIUM
2022-05-09 08:45:00,BULLISH,1.05022,1.05009,1.05163,1.05048,WIN,10.85,2022-05-09 09:00:00,1.05163,1,1.3,MEDIUM
2022-05-09 10:15:00,BEARISH,1.05405,1.05453,1.0501,1.05309,LOSS,-1.0,2022-05-09 10:45:00,1.05453,2,4.8,LOW
2022-05-09 15:00:00,BULLISH,1.05303,1.0517,1.05733,1.05569,WIN,3.23,2022-05-09 16:00:00,1.05733,4,13.3,MEDIUM
2022-05-09 19:45:00,BULLISH,1.05603,1.05558,1.05755,1.05693,LOSS,-1.0,2022-05-09 21:00:00,1.05558,5,4.5,MEDIUM
2022-05-10 07:30:00,BEARISH,1.05698,1.05784,1.0551,1.05526,WIN,2.19,2022-05-10 09:45:00,1.0551,9,8.6,MEDIUM
2022-05-10 12:15:00,BULLISH,1.05566,1.05484,1.05852,1.0573,LOSS,-1.0,2022-05-10 12:45:00,1.05484,2,8.2,MEDIUM
2022-05-10 12:45:00,BULLISH,1.05536,1.05482,1.05852,1.05644,LOSS,-1.0,2022-05-10 13:30:00,1.05482,3,5.4,MEDIUM
2022-05-10 18:30:00,BULLISH,1.05324,1.05274,1.05467,1.05424,LOSS,-1.0,2022-05-11 00:00:00,1.05274,22,5.0,MEDIUM
2022-05-11 00:00:00,BULLISH,1.05315,1.05268,1.05467,1.05409,LOSS,-1.0,2022-05-11 01:00:00,1.05268,4,4.7,MEDIUM
2022-05-11 00:30:00,BEARISH,1.05354,1.05367,1.05253,1.05328,LOSS,-1.0,2022-05-11 02:00:00,1.05367,6,1.3,MEDIUM
2022-05-11 02:45:00,BULLISH,1.05319,1.05289,1.05467,1.05379,WIN,4.93,2022-05-11 05:30:00,1.05467,11,3.0,MEDIUM
2022-05-11 13:45:00,BEARISH,1.05555,1.05772,1.05017,1.05121,WIN,2.48,2022-05-12 05:45:00,1.05017,64,21.7,MEDIUM
2022-05-12 02:45:00,BULLISH,1.05141,1.05122,1.05292,1.05179,LOSS,-1.0,2022-05-12 05:15:00,1.05122,10,1.9,MEDIUM
2022-05-12 15:00:00,BEARISH,1.04143,1.04249,1.03835,1.03931,WIN,2.91,2022-05-12 15:45:00,1.03835,3,10.6,MEDIUM
2022-05-13 01:30:00,BULLISH,1.03757,1.03742,1.0384,1.03787,WIN,5.53,2022-05-13 02:15:00,1.0384,3,1.5,MEDIUM
2022-05-13 10:15:00,BULLISH,1.0383,1.03705,1.04195,1.0408,LOSS,-1.0,2022-05-13 13:00:00,1.03705,11,12.5,MEDIUM
2022-05-13 11:00:00,BEARISH,1.0395,1.03983,1.03706,1.03884,WIN,7.39,2022-05-13 13:00:00,1.03706,8,3.3,MEDIUM
2022-05-16 00:15:00,BULLISH,1.04034,1.03973,1.04159,1.04156,WIN,2.05,2022-05-16 01:00:00,1.04159,3,6.1,MEDIUM
2022-05-16 06:00:00,BULLISH,1.03999,1.03954,1.0417,1.04089,LOSS,-1.0,2022-05-16 06:45:00,1.03954,3,4.5,MEDIUM
2022-05-16 09:45:00,BULLISH,1.04178,1.04148,1.04357,1.04238,WIN,5.97,2022-05-16 10:45:00,1.04357,4,3.0,MEDIUM
2022-05-16 18:00:00,BEARISH,1.04244,1.04268,1.03893,1.04196,LOSS,-1.0,2022-05-16 18:30:00,1.04268,2,2.4,MEDIUM
2022-05-16 22:15:00,BULLISH,1.04321,1.04283,1.0443,1.04397,WIN,2.87,2022-05-17 00:00:00,1.0443,7,3.8,MEDIUM
2022-05-17 01:15:00,BULLISH,1.04395,1.04347,1.0454,1.04491,LOSS,-1.0,2022-05-17 03:00:00,1.04347,7,4.8,MEDIUM
2022-05-17 03:00:00,BULLISH,1.04385,1.04317,1.0454,1.04521,WIN,2.28,2022-05-17 06:00:00,1.0454,12,6.8,MEDIUM
2022-05-17 13:45:00,BULLISH,1.05345,1.05252,1.05556,1.05531,LOSS,-1.0,2022-05-17 18:30:00,1.05252,19,9.3,MEDIUM
2022-05-17 14:45:00,BULLISH,1.05269,1.05253,1.05452,1.05301,WIN,11.44,2022-05-17 16:15:00,1.05452,6,1.6,MEDIUM
2022-05-17 18:45:00,BEARISH,1.05443,1.05467,1.05211,1.05395,LOSS,-1.0,2022-05-17 19:30:00,1.05467,3,2.4,MEDIUM
